koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_srad,koi_smass,koi_kepmag
candidate,0,0,0,0,4.48758768,133.36092,2454966.361,0.0,0.532,2.874,112.0,0.0528,87.03,25.9,1,0.4353,6060.0,4.227,1.257,0.972,13.446
non-candidate,0,0,0,0,0.323021692,133.603668,2454966.604,0.0,1.1083,2.3442,47100.0,0.0087,45.26,520.6,1,0.4866,5458.0,4.381,0.972,0.828,11.234
non-candidate,0,1,0,0,4.70818628,137.0593,2454970.059,0.0,1.082,3.278,56545.0,0.0548,84.08,24.7,1,-1.0,5868.0,4.53,0.894,0.987,13.279
non-candidate,0,1,0,0,14.405857436,360.3847471,2455193.385,0.0,0.001,5.48509,30431.0,0.1174,90.0,2294.1,2,0.9844,5945.0,4.196,1.346,1.039,14.808
non-candidate,0,1,0,0,7.702374154,137.563452,2454970.563,0.0,3.346,3.8459,18377.0,0.0744,77.38,157.2,1,0.4045,5598.0,4.565,0.83,0.928,15.144
candidate,0,0,0,0,16.56062577,133.49703,2454966.497,0.0,0.96,2.611,700.8,0.1144,86.99,30.8,1,0.7112,5818.0,4.436,0.855,0.727,15.198
candidate,0,0,0,0,15.74958583,150.24579,2454983.246,0.0,0.637,4.6672,659.5,0.1266,88.24,42.6,1,0.1552,6191.0,4.454,1.025,1.088,15.3
candidate,0,0,0,0,37.8145252,134.66424,2454967.664,0.0,0.845,9.109,412.5,0.2341,87.34,57.9,1,0.0391,5988.0,4.278,1.314,1.196,13.601
candidate,0,0,0,0,12.64504291,138.63149,2454971.631,0.0,0.931,9.117,200.4,0.0987,77.82,32.7,3,0.9239,5607.0,4.447,0.886,0.8,14.447
candidate,0,0,0,0,21.5262958,132.28787,2454965.288,0.0,0.804,8.392,190.0,0.1408,86.2,23.4,3,0.7363,5607.0,4.447,0.886,0.8,14.447
candidate,0,0,0,0,33.8845825,159.98819,2454992.988,0.0,0.961,6.538,224.1,0.1905,85.87,17.2,3,0.202,5607.0,4.447,0.886,0.8,14.447
candidate,0,0,0,0,6.40087137,136.8824,2454969.882,0.0,0.861,2.5561,133.6,0.0662,85.17,24.4,1,0.7553,5426.0,4.107,1.421,0.943,12.988
candidate,0,0,0,0,30.1599411,138.51774,2454971.518,0.0,0.802,7.874,175.9,0.213,87.47,32.3,2,0.3745,5010.0,3.62,3.051,1.414,11.584
candidate,0,0,0,0,51.0771048,152.35694,2454985.357,0.0,0.498,11.233,141.5,0.3027,89.07,24.1,2,0.4778,5010.0,3.62,3.051,1.414,11.584
non-candidate,1,0,0,0,4.2856756,134.4812,2454967.481,0.0,0.5445,4.059,31.4,0.0579,85.37,8.3,1,0.4866,5055.0,3.443,3.733,1.429,12.203
non-candidate,0,1,0,0,7.388833611,133.9344039,2454966.934,0.0,0.799,5.62857,13064.0,0.0724,84.17,1509.3,1,0.2773,5845.0,4.558,0.838,0.926,13.209
non-candidate,0,1,0,0,2.698021895,136.32786,2454969.328,0.0,1.3,23.192,6721.2,0.0406,23.5,647.1,1,0.9151,6568.0,4.36,1.211,1.229,13.717
candidate,0,0,0,0,117.93110803,219.704226,2455052.704,0.0,0.615,5.8796,8506.6,0.4884,89.74,212.5,1,0.6734,6392.0,4.425,1.072,1.116,15.128
non-candidate,0,0,0,1,4.887806806,354.539481,2455187.539,0.0,0.561,2.4078,4676.0,0.0524,87.71,116.1,2,0.0014,5284.0,4.523,0.812,0.804,15.399
non-candidate,0,1,0,0,11.973605044,144.779315,2454977.779,0.0,1.3,4.3117,3822.9,0.1031,81.97,172.9,1,0.5501,6146.0,4.497,0.943,1.02,15.175
non-candidate,0,1,1,1,1.231364189,133.036618,2454966.037,0.0,0.995,5.8574,1097.1,0.0207,31.13,229.7,1,1.0,5897.0,4.429,0.891,0.778,14.97
non-candidate,0,0,1,0,2.102416517,134.394943,2454967.395,0.0,1.236,1.7684,1502.5,0.0326,67.85,94.3,1,0.0003,5999.0,4.494,0.959,1.045,15.642
non-candidate,0,1,0,0,11.703109303,133.721698,2454966.722,0.0,1.279,2.0467,4201.0,0.1024,86.3,126.6,1,0.0986,6014.0,4.494,0.958,1.043,15.003
non-candidate,0,0,1,0,13.73808249,134.43787,2454967.438,0.0,0.957,3.354,660.7,0.112,85.42,68.4,1,0.3331,6375.0,4.292,1.178,0.991,13.805
non-candidate,0,1,0,0,16.66216657,142.186468,2454975.186,0.0,7.444,3.8762,27442.0,0.1356,81.76,114.5,1,0.0032,6440.0,4.38,1.169,1.196,13.344
non-candidate,0,1,1,1,0.752159702,134.047229,2454967.047,0.0,1.272,2.3621,3425.0,0.0162,39.95,291.1,1,-1.0,5916.0,4.296,1.175,0.995,11.884
non-candidate,0,1,1,1,4.81886153,358.16338,2455191.163,0.0,0.924,6.223,1318.6,0.0497,72.08,86.3,1,0.5653,5030.0,4.658,0.651,0.705,15.932
candidate,0,0,0,0,125.86540191,236.659731,2455069.66,0.0,0.101,9.0191,12390.0,0.4913,89.95,544.7,3,0.0,5933.0,4.342,1.115,0.998,13.956
candidate,0,0,0,0,34.5439452,132.68453,2454965.685,0.0,0.87,3.482,429.8,0.2075,88.77,23.4,3,0.2131,5933.0,4.342,1.115,0.998,13.956
candidate,0,0,0,0,10.74241765,133.2867,2454966.287,0.0,0.034,6.0633,415.2,0.0965,89.86,95.4,3,0.9198,5761.0,4.091,1.518,1.036,13.438
non-candidate,0,1,0,0,4.02378908,136.23411,2454969.234,0.0,0.715,3.237,32.1,0.0646,83.94,36.1,1,0.7002,7516.0,3.651,3.685,2.218,10.083
non-candidate,0,0,0,0,0.312941621,133.810501,2454966.811,0.0,1.1789,2.0646,35262.0,0.0092,42.97,413.9,1,0.4866,6286.0,4.312,1.188,1.051,13.397
candidate,0,1,0,0,2.495780169,135.336948,2454968.337,0.0,0.133,4.2721,25070.0,0.0355,88.51,171.4,1,0.5786,6039.0,4.426,0.992,0.959,14.152
non-candidate,0,1,0,0,8.428090255,358.303469,2455191.303,0.0,6.787,1.881,11356.0,0.0778,80.33,183.0,1,0.5195,5761.0,4.573,0.805,0.893,15.977
non-candidate,0,1,0,0,8.344104633,361.839209,2455194.839,0.0,10.047,1.8014,9695.0,0.0786,78.22,89.7,1,0.893,5447.0,4.559,0.838,0.928,15.734
candidate,0,0,0,0,1.714274727,133.3158074,2454966.316,0.0,1.182,2.06728,28460.0,0.0229,76.93,987.2,1,0.0,3874.0,4.715,0.535,0.541,15.686
non-candidate,0,1,0,0,137.75960504,173.16476,2455006.165,0.0,0.776,9.1713,83298.0,0.5108,89.63,885.9,1,0.0112,5323.0,4.085,1.452,0.934,15.324
non-candidate,0,1,0,0,2.155278342,133.576109,2454966.576,0.0,0.926,2.1064,20739.0,0.0316,80.99,142.7,1,0.0,5665.0,4.568,0.82,0.916,13.997
non-candidate,0,1,0,0,3.661326482,135.26995,2454968.27,0.0,0.812,2.5714,17846.0,0.042,84.67,424.6,1,0.1145,5319.0,4.501,0.798,0.737,14.349
candidate,0,0,0,0,4.75400072,128.547155,2454961.547,0.0,0.672,2.5394,748.7,0.0502,86.54,141.4,2,0.278,4728.0,4.628,0.693,0.768,13.461
non-candidate,1,0,0,0,0.76973817,133.2965754,2454966.297,0.0,0.537,2.5,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,14.84
non-candidate,0,1,0,0,165.739861,214.039466,2455047.039,0.0,0.263,24.9393,7343.4,0.7004,89.72,527.8,1,0.0013,5019.0,2.99,6.836,1.663,12.263
non-candidate,0,1,1,1,9.08937826,139.08364,2454972.084,0.0,0.982,6.255,779.8,0.0924,75.3,72.7,1,0.2358,6739.0,4.332,1.275,1.283,14.408
candidate,0,0,0,0,3.234699282,121.4865708,2454954.487,0.0,0.079,3.59385,10559.0,0.0435,89.4,3003.8,1,0.9583,5640.0,4.236,1.291,1.047,13.303
candidate,0,0,0,0,31.99552485,154.160745,2454987.161,0.0,0.69,4.2817,1376.1,0.1921,89.1,128.0,6,0.7594,5657.0,4.364,1.046,0.921,13.709
non-candidate,0,1,0,0,1.577800747,133.307724,2454966.308,0.0,1.332,2.1626,697.7,0.0253,47.37,79.6,1,0.9505,6089.0,4.566,0.802,0.862,15.031
non-candidate,0,1,0,0,2.380862632,135.3252117,2454968.325,0.0,0.664,4.20416,32634.0,0.034,81.1,2590.6,1,0.0,5821.0,4.297,1.129,0.922,13.802
non-candidate,0,0,1,1,1.752567456,134.47196,2454967.472,0.0,1.218,5.4993,607.3,0.0283,27.55,92.2,1,0.1604,5739.0,4.433,0.996,0.98,14.449
candidate,0,0,0,0,51.92920654,151.93321,2454984.933,0.0,0.398,5.2637,3425.8,0.2742,89.69,81.8,1,0.0427,5671.0,4.128,1.442,1.017,15.897
candidate,0,0,0,0,384.02570682,335.816169,2455168.816,0.0,0.537,14.56,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,15.206
candidate,0,0,0,0,3.014330766,357.37948,2455190.379,0.0,0.01,2.4747,975.3,0.0398,89.94,57.3,1,0.7519,5209.0,4.446,0.953,0.925,15.673
candidate,0,0,0,0,5.644914154,356.73699,2455189.737,0.0,0.445,2.2599,1397.9,0.0571,88.57,63.9,4,0.7087,4769.0,4.622,0.714,0.799,15.505
candidate,0,0,0,0,3.105507835,133.210427,2454966.21,0.0,0.799,1.7458,904.6,0.0399,84.85,178.6,1,0.7822,4989.0,4.585,0.791,0.878,13.341
non-candidate,0,1,1,0,1.336109338,178.258786,2455011.259,0.0,1.28,1.7419,2204.3,0.0236,59.7,150.0,1,0.0,6119.0,4.46,0.967,0.982,15.507
candidate,0,0,0,0,13.35151248,363.086742,2455196.087,0.0,0.573,3.6045,3308.8,0.1004,88.69,107.9,1,0.9699,4843.0,4.562,0.754,0.755,15.825
candidate,0,0,0,0,1693.6636225,524.27995,2455357.28,0.0,0.5283,22.604,9515.3,2.8364,89.95,122.8,1,0.4866,5923.0,4.445,1.021,1.059,15.305
candidate,0,0,0,0,5.841636615,135.92315,2454968.923,0.0,0.026,1.8734,1336.3,0.0465,89.94,41.1,5,0.9729,3526.0,4.866,0.383,0.394,15.921
candidate,0,0,0,0,19.85029495,133.64933,2454966.649,0.0,0.217,2.8407,1607.5,0.1052,89.77,34.4,5,0.9754,3526.0,4.866,0.383,0.394,15.921
candidate,0,0,0,0,15.27443889,147.57983,2454980.58,0.0,0.153,6.0765,206.7,0.122,89.54,40.3,3,0.9852,5761.0,4.091,1.518,1.036,13.438
non-candidate,0,0,1,1,22.34293693,155.08552,2454988.086,0.0,0.001,7.0813,2691.1,0.1284,90.0,35.3,2,0.0249,4260.0,4.663,0.58,0.565,15.719
non-candidate,0,1,0,0,119.40817159,232.649303,2455065.649,0.0,0.915,9.3537,18563.0,0.4466,89.26,508.4,2,0.1971,5316.0,4.477,0.872,0.834,14.427
non-candidate,0,1,1,0,1.171536413,178.597581,2455011.598,0.0,0.973,1.5878,1132.7,0.025,65.58,67.0,1,0.9299,7021.0,4.275,1.485,1.514,15.634
non-candidate,0,0,1,0,0.973547911,133.49742,2454966.497,0.0,1.097,2.2858,435.7,0.0189,35.3,38.7,1,0.7921,6084.0,4.542,0.863,0.944,15.46
non-candidate,0,1,1,1,3.053563251,133.88354,2454966.884,0.0,1.208,3.2551,508.4,0.0407,54.99,50.4,1,0.0,5764.0,4.548,0.863,0.959,14.598
non-candidate,0,0,1,1,1.031096352,133.93938,2454966.939,0.0,0.979,2.781,265.4,0.0207,40.38,37.8,1,0.9993,6371.0,4.426,1.072,1.117,15.131
candidate,0,0,0,0,11.00817635,143.22611,2454976.226,0.0,0.025,2.013,1462.5,0.0816,89.97,42.1,2,0.3713,4141.0,4.684,0.582,0.596,15.847
candidate,0,0,0,0,92.7495777,173.27975,2455006.28,0.0,0.019,5.506,1105.1,0.3378,89.99,18.0,2,0.8779,4141.0,4.684,0.582,0.596,15.847
candidate,0,0,0,0,52.5008645,171.52114,2455004.521,0.0,0.11,14.9066,946.7,0.3035,89.77,116.2,1,0.8232,4976.0,3.331,4.157,1.352,12.183
candidate,0,0,0,0,0.63133171,133.94488,2454966.945,0.0,0.726,1.1487,434.5,0.0116,76.59,95.8,1,1.0,4441.0,4.71,0.53,0.526,14.285
candidate,0,0,0,0,12.69905011,184.9868,2455017.987,0.0,0.663,2.9899,797.4,0.1019,88.51,30.4,2,0.8598,5291.0,4.489,0.882,0.875,15.824
candidate,0,0,0,0,8.74292005,358.59286,2455191.593,0.0,0.025,2.6277,779.5,0.0765,89.95,30.7,4,0.508,4769.0,4.622,0.714,0.799,15.505
candidate,0,0,0,0,3.64830183,355.39128,2455188.391,0.0,0.063,1.9985,371.7,0.0427,89.75,19.9,4,0.8901,4769.0,4.622,0.714,0.799,15.505
candidate,0,0,0,0,2.345863002,354.11185,2455187.112,0.0,0.035,1.6795,316.7,0.0318,89.81,19.6,4,0.5831,4769.0,4.622,0.714,0.799,15.505
candidate,0,0,0,0,37.1011418,370.4803,2455203.48,0.0,0.41,5.5556,1357.5,0.2093,89.52,55.2,2,0.0626,5986.0,4.527,0.85,0.886,15.229
candidate,0,0,0,0,104.8205868,374.83154,2455207.832,0.0,0.918,4.4794,3920.1,0.4183,89.46,76.6,2,0.6831,5986.0,4.527,0.85,0.886,15.229
candidate,0,0,0,0,10.8644095,131.12833,2454964.128,0.0,0.763,1.853,748.7,0.0704,88.58,16.8,5,0.5333,3526.0,4.866,0.383,0.394,15.921
candidate,0,0,0,0,124.4197175,150.59616,2454983.596,0.0,0.017,3.7197,4107.0,0.479,90.0,39.9,1,0.2033,5066.0,3.974,1.659,0.945,15.74
candidate,0,0,0,0,1.219568047,133.460233,2454966.46,0.0,0.067,1.5681,494.9,0.0204,89.37,65.9,1,0.0124,4838.0,4.625,0.701,0.778,15.127
candidate,0,0,0,0,2.05388477,133.73432,2454966.734,0.0,0.282,2.1635,546.7,0.0313,87.74,50.0,1,0.7341,5632.0,4.282,1.176,0.965,15.269
candidate,0,0,0,0,38.86848956,171.30369,2455004.304,0.0,0.028,6.0573,1004.9,0.2125,89.97,73.4,3,0.7236,5618.0,4.46,0.897,0.846,14.232
candidate,0,0,0,0,35.7353616,151.1133,2454984.113,0.0,0.878,8.491,778.8,0.2236,87.09,58.4,4,0.0438,6366.0,4.045,1.697,1.164,13.659
candidate,0,0,0,0,12.30971679,137.68401,2454970.684,0.0,0.847,6.74,396.0,0.1099,83.92,45.9,4,0.0427,6366.0,4.045,1.697,1.164,13.659
candidate,0,0,0,0,54.4205407,148.70471,2454981.705,0.0,0.9414,8.559,598.0,0.2901,87.09,44.9,4,0.4866,6781.0,4.422,1.067,1.097,13.659
non-candidate,0,0,0,0,30.00908916,139.70643,2454972.706,0.0,0.537,3.15,421.1,0.0851,88.5,23.0,1,0.4866,5767.0,4.438,1.0,0.974,13.174
non-candidate,0,1,1,1,14.32407216,364.39537,2455197.395,0.0,1.292,4.6577,2053.9,0.1199,81.4,58.0,1,0.0014,6022.0,4.453,1.039,1.116,15.609
candidate,0,0,0,0,27.07237655,139.1127,2454972.113,0.0,0.015,6.9592,514.2,0.181,89.97,44.0,1,0.4189,5936.0,4.501,0.965,1.075,14.556
candidate,0,0,0,0,37.5142128,189.30015,2455022.3,0.0,0.366,5.303,935.0,0.2099,89.6,28.9,2,0.3814,5291.0,4.489,0.882,0.875,15.824
candidate,0,0,0,0,55.6391882,187.55044,2455020.55,0.0,0.811,7.316,853.0,0.2901,88.74,48.3,1,0.3117,5949.0,4.493,0.962,1.05,14.755
candidate,0,0,0,0,46.6856205,225.04604,2455058.046,0.0,0.217,6.3794,588.8,0.2472,89.78,59.0,6,0.4608,5657.0,4.364,1.046,0.921,13.709
candidate,0,0,0,0,34.2966363,143.66728,2454976.667,0.0,0.711,19.718,696.6,0.2003,85.86,66.7,1,0.6757,5490.0,4.263,1.167,0.911,14.965
candidate,0,0,0,0,4.59726613,136.47837,2454969.478,0.0,0.033,2.909,313.0,0.055,89.85,17.0,1,0.8827,5999.0,4.494,0.959,1.045,15.803
candidate,0,0,0,0,9.97716876,137.2361,2454970.236,0.0,0.002,5.908,252.9,0.0919,89.99,21.8,2,0.7443,5557.0,4.037,1.616,1.035,14.943
candidate,0,0,0,0,3.02168007,133.47243,2454966.472,0.0,0.349,2.8264,171.9,0.0417,87.43,32.9,1,0.8814,6201.0,4.472,0.989,1.058,14.429
non-candidate,0,1,0,0,30.882538697,151.5295103,2454984.53,0.0,0.197,5.3737,24012.0,0.1991,89.77,1266.2,1,0.4375,6014.0,4.486,0.993,1.101,14.857
non-candidate,0,0,1,0,72.4914068,139.77857,2454972.779,0.0,0.989,3.612,1063.5,0.3626,88.96,39.2,1,0.876,5754.0,3.639,2.758,1.209,13.05
non-candidate,0,1,0,0,4.93913074,135.05172,2454968.052,0.0,1.167,1.362,382.9,0.0578,79.41,22.0,1,0.7416,5956.0,4.324,1.17,1.053,14.832
candidate,0,0,0,0,2.240486703,137.82477,2454970.825,0.0,0.461,1.3988,436.3,0.0281,87.63,33.8,2,0.2848,4198.0,4.689,0.574,0.587,15.224
candidate,0,0,0,0,105.0145774,228.94455,2455061.945,0.0,0.954,7.426,296.0,0.4229,88.6,33.9,1,0.1957,5868.0,4.363,1.042,0.915,12.9
candidate,0,0,0,0,4.88084456,136.19585,2454969.196,0.0,0.227,2.5574,343.0,0.0527,89.1,32.6,1,0.8442,4929.0,4.481,0.861,0.817,14.925
candidate,0,0,0,0,10.56137217,133.76396,2454966.764,0.0,0.963,3.2645,238.4,0.0954,83.33,21.7,1,0.7985,5610.0,4.316,1.171,1.034,14.581
candidate,0,0,0,0,67.6690554,198.19427,2455031.194,0.0,0.354,9.556,961.1,0.3214,89.61,37.2,2,0.7183,6127.0,4.356,1.08,0.964,15.224
candidate,0,0,0,0,3.949627144,134.61096,2454967.611,0.0,0.049,1.5485,807.2,0.0463,89.86,45.1,1,0.2044,5155.0,4.523,0.836,0.849,15.623
candidate,0,0,0,0,16.00460392,140.47981,2454973.48,0.0,0.49,3.9475,831.9,0.1179,89.0,34.3,1,0.2721,5180.0,4.597,0.769,0.86,15.554
non-candidate,0,0,1,1,3.55650737,133.51831,2454966.518,0.0,0.01,8.545,293.6,0.0446,89.83,77.1,1,0.7444,4951.0,3.876,1.843,0.931,14.118
candidate,0,0,0,0,3.148661555,356.93612,2455189.936,0.0,0.652,2.1978,550.5,0.039,85.68,35.3,1,0.868,5258.0,4.458,0.873,0.797,15.297
non-candidate,0,1,1,1,0.70544824,133.807063,2454966.807,0.0,1.2,2.9423,462.4,0.015,20.54,118.2,1,0.7945,5717.0,4.564,0.826,0.917,14.351
candidate,0,0,0,0,3.295701024,133.966333,2454966.966,0.0,0.267,1.8268,1745.7,0.0392,88.89,114.7,4,0.0423,4723.0,4.628,0.691,0.76,14.84
candidate,0,0,0,0,9.65349016,134.85555,2454967.856,0.0,0.149,2.9029,1308.6,0.0803,89.67,63.1,4,0.0629,4723.0,4.628,0.691,0.76,14.84
candidate,0,0,0,0,5.315954488,132.43002,2454965.43,0.0,0.718,1.1165,965.9,0.0539,88.47,37.7,4,0.8381,4723.0,4.628,0.691,0.76,14.84
candidate,0,0,0,0,10.04556377,129.09371,2454962.094,0.0,0.075,3.2027,671.4,0.0896,89.82,66.5,1,0.1082,5632.0,4.554,0.853,0.952,13.024
candidate,0,0,0,0,1.499144441,133.07022,2454966.07,0.0,0.331,1.4259,258.9,0.0232,87.54,22.2,4,0.9398,4723.0,4.628,0.691,0.76,14.84
candidate,0,0,0,0,5.082748362,133.21176,2454966.212,0.0,0.063,1.7732,276.7,0.0572,89.84,40.9,1,0.9643,5430.0,4.555,0.858,0.961,13.984
non-candidate,0,0,1,0,5.00673576,134.54239,2454967.542,0.0,0.599,1.9398,191.2,0.0574,87.87,26.6,1,0.4211,6116.0,4.158,1.383,1.005,13.518
candidate,0,0,0,0,9.17617167,138.71393,2454971.714,0.0,0.107,4.2642,206.9,0.085,89.63,34.3,3,0.718,5903.0,4.3,1.156,0.974,13.797
candidate,0,0,0,0,19.7383992,133.28544,2454966.285,0.0,0.732,4.894,168.1,0.1417,88.06,20.3,3,0.8902,5903.0,4.3,1.156,0.974,13.797
candidate,0,0,0,0,41.6980186,169.57548,2455002.575,0.0,0.002,5.7047,440.8,0.2359,90.0,43.4,1,0.1768,5997.0,4.466,0.971,1.004,13.956
candidate,0,0,0,0,59.6585348,168.08764,2455001.088,0.0,0.956,5.514,1043.8,0.2873,88.38,21.2,1,0.1332,5243.0,4.547,0.831,0.887,15.742
candidate,0,0,0,0,52.6298542,155.61064,2454988.611,0.0,0.311,6.118,675.8,0.2689,89.72,27.2,1,0.5352,5339.0,4.096,1.433,0.933,15.004
candidate,0,0,0,0,10.290994129,137.0220594,2454970.022,0.0,0.049,4.28889,9655.7,0.0906,89.86,1245.7,1,0.0989,5803.0,4.134,1.373,0.937,14.221
candidate,0,0,0,0,14.8783945,142.96841,2454975.968,0.0,0.749,7.491,322.8,0.1153,85.91,22.9,1,0.5842,5822.0,4.557,0.837,0.92,15.534
candidate,0,0,0,0,59.6222627,138.13805,2454971.138,0.0,0.873,6.888,993.4,0.3059,88.63,31.9,1,0.1239,6108.0,4.471,0.997,1.072,15.517
non-candidate,0,0,1,1,4.9883873,358.23526,2455191.235,0.0,0.944,9.059,507.6,0.0615,61.07,42.4,1,0.0056,6418.0,4.395,1.171,1.241,15.447
candidate,0,0,0,0,8.19596647,136.68736,2454969.687,0.0,0.252,2.824,792.8,0.0718,89.34,20.2,1,0.2568,4723.0,4.557,0.747,0.734,15.858
candidate,0,0,0,0,15.59466045,137.5636,2454970.564,0.0,0.266,5.0478,867.7,0.122,89.35,49.2,1,0.0316,5900.0,4.5,0.929,0.995,15.43
candidate,0,0,0,0,56.35407916,144.83768,2454977.838,0.0,0.835,3.4449,1037.0,0.2537,89.37,59.4,1,0.758,4802.0,4.582,0.701,0.686,13.779
non-candidate,0,1,0,0,36.12895451,388.551318,2455221.551,0.0,1.474,2.2348,3758.6,0.2085,88.47,66.3,1,0.4074,5921.0,4.484,0.912,0.923,15.6
non-candidate,0,1,0,0,32.50456309,365.358295,2455198.358,0.0,0.927,2.4657,7589.6,0.1985,89.12,148.1,1,0.658,6132.0,4.479,0.947,0.98,15.134
non-candidate,0,1,1,1,1.332560589,133.38311,2454966.383,0.0,0.009,4.2427,566.6,0.0202,89.8,108.8,1,0.3398,4489.0,4.662,0.609,0.621,15.036
candidate,0,0,0,0,31.56904354,158.29983,2454991.3,0.0,0.985,2.6364,4229.4,0.1878,88.76,113.6,1,0.3053,5654.0,4.387,0.998,0.886,15.042
non-candidate,0,1,0,0,9.08590495,182.08162,2455015.082,0.0,0.978,2.0718,2121.3,0.0799,86.08,50.5,1,0.5483,5931.0,4.479,0.866,0.825,15.549
non-candidate,0,0,0,1,0.784512952,355.57263,2455188.573,0.0,1.234,2.4623,586.0,0.0166,26.69,44.4,2,0.9647,5997.0,4.522,0.904,0.991,15.59
non-candidate,0,0,1,0,0.883778461,133.60599,2454966.606,0.0,0.605,1.6339,120.1,0.0176,79.85,31.7,1,0.7446,5975.0,4.453,0.949,0.935,14.063
candidate,0,0,0,0,2.465024332,132.68122,2454965.681,0.0,0.548,1.262,30.7,0.0359,87.51,23.2,1,0.3016,6139.0,4.291,1.194,1.016,8.769
candidate,0,0,0,0,15.86624787,141.08734,2454974.087,0.0,0.858,4.25,77.3,0.1225,86.77,28.4,3,0.8177,6099.0,4.193,1.308,0.974,11.049
non-candidate,0,1,1,0,4.288515468,121.97268,2454954.973,0.0,1.283,2.2959,3456.7,0.0534,77.93,292.1,1,0.8632,6378.0,3.878,2.002,1.104,13.396
candidate,0,0,0,0,3.797018259,133.508776,2454966.509,0.0,0.321,2.2608,14431.0,0.0457,88.65,1549.0,1,0.1145,5167.0,4.527,0.848,0.883,14.741
candidate,0,0,0,0,1.340596782,132.24549,2454965.245,0.0,0.007,1.6484,107.5,0.0247,89.94,37.6,1,0.5423,5992.0,4.385,1.125,1.122,11.524
candidate,0,0,0,0,17.42393582,148.82614,2454981.826,0.0,0.927,4.929,770.9,0.1311,85.65,33.2,1,0.9999,6018.0,4.46,0.969,0.986,15.601
candidate,0,0,0,0,9.8786461,138.41159,2454971.412,0.0,0.019,1.8915,1472.7,0.0692,89.97,49.2,1,0.3381,3609.0,4.843,0.422,0.452,13.496
candidate,0,0,0,0,44.96407458,144.56002,2454977.56,0.0,0.11,4.981,811.6,0.2298,89.91,88.0,1,0.2391,4827.0,4.615,0.729,0.817,13.054
candidate,0,0,0,0,49.7700907,159.98658,2454992.987,0.0,0.655,10.065,3529.2,0.2559,88.8,109.8,1,0.9022,5774.0,4.567,0.818,0.907,15.64
non-candidate,0,1,0,0,12.7319385,138.73144,2454971.731,0.0,1.278,4.4157,11449.0,0.122,84.43,69.9,1,0.2371,7238.0,4.221,1.568,1.491,12.087
non-candidate,0,1,1,1,0.520222869,178.14846,2455011.148,0.0,0.562,1.2216,269.5,0.0125,78.64,28.9,1,0.9903,5776.0,4.527,0.889,0.97,15.632
candidate,0,0,0,0,5.83376197,138.74892,2454971.749,0.0,0.742,3.9988,532.9,0.0687,84.6,36.6,2,0.5493,6213.0,4.387,1.195,1.27,15.776
candidate,0,0,0,0,2.42150341,133.83517,2454966.835,0.0,0.55,2.965,171.5,0.0382,84.11,15.8,2,0.7075,6213.0,4.387,1.195,1.27,15.776
candidate,0,0,0,0,14.16400071,140.58934,2454973.589,0.0,0.027,4.3031,728.1,0.1057,89.94,71.5,3,0.0023,5440.0,4.438,0.885,0.782,14.48
candidate,0,0,0,0,0.840594032,131.74104,2454964.741,0.0,0.018,1.404,49.8,0.0161,89.78,11.6,3,0.8893,5440.0,4.438,0.885,0.782,14.48
candidate,0,0,0,0,6.20920207,136.87938,2454969.879,0.0,0.272,2.637,101.9,0.061,89.11,12.1,3,0.2101,5440.0,4.438,0.885,0.782,14.48
candidate,0,0,0,0,5.48711441,356.0773,2455189.077,0.0,0.812,2.93,1328.6,0.0571,84.98,51.9,4,0.0408,5103.0,4.562,0.787,0.823,15.812
candidate,0,0,0,0,8.29084167,359.63666,2455192.637,0.0,0.929,3.613,1033.9,0.0752,83.45,34.7,4,0.3684,5103.0,4.562,0.787,0.823,15.812
candidate,0,0,0,0,3.20539622,354.63069,2455187.631,0.0,0.512,2.143,453.6,0.0399,87.1,20.6,4,0.3799,5103.0,4.562,0.787,0.823,15.812
candidate,0,0,0,0,16.73869035,359.41655,2455192.417,0.0,0.578,2.398,996.8,0.1201,89.27,20.4,4,0.9696,5103.0,4.562,0.787,0.823,15.812
non-candidate,0,1,0,0,5.093938816,139.7178386,2454972.718,0.0,0.618,3.93144,25027.0,0.0598,86.33,1131.7,1,0.5186,6197.0,4.449,1.035,1.096,14.575
candidate,0,0,0,0,13.93291548,139.41058,2454972.411,0.0,0.908,2.6239,131.6,0.1175,87.14,28.9,2,0.786,6026.0,4.321,1.207,1.113,11.538
candidate,0,0,0,0,2.36436762,132.25007,2454965.25,0.0,0.146,3.372,28.4,0.0382,88.44,12.4,1,0.4248,6250.0,4.184,1.543,1.326,11.6
candidate,0,0,0,0,20.6654374,132.01229,2454965.012,0.0,0.05,3.172,100.4,0.1291,89.94,13.6,1,0.9243,4830.0,4.605,0.676,0.671,11.759
candidate,0,0,0,0,20.31047472,146.82534,2454979.825,0.0,0.05,5.3357,164.6,0.1549,89.9,46.1,1,0.3425,6065.0,3.97,1.877,1.197,11.855
