disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_ratror,st_teff,st_rad,sy_gaiamag
candidate,1,0,1.88993,1.29,0.0186,5292.0,0.638,13.8783
candidate,1,0,1.640707,2.09,0.034,5292.0,0.572,13.6878
candidate,1,0,1.64117466,2.6,0.0305049999999999,4493.0,0.664535,13.6878
candidate,1,0,19.53403,12.7,0.2593,5292.0,0.45,15.9052
candidate,1,0,19.53405,9.82,0.274,3316.0,0.460378,15.9052
candidate,1,0,1.106182,15.6,0.1708,5292.0,0.84,12.4437
candidate,1,0,1.106,2.6,0.031229,5900.71,1.11127,12.4437
candidate,1,0,1.10605213,2.6,0.0305049999999999,5900.71,1.11127,12.4437
candidate,1,0,1.106175,8.83310242,0.089351,5851.0,0.90632,12.4437
non-candidate,1,0,1.52317871,2.6,0.0305049999999999,5735.72,0.950472,11.3102
non-candidate,1,0,1.523,2.6,0.024602,5735.72,0.950472,11.3102
non-candidate,1,0,1.5235,2.6,0.0305049999999999,5735.72,0.950472,11.3102
non-candidate,1,0,0.504961,2.6,0.0305049999999999,5169.0,0.906039,14.9483
candidate,1,0,3.383,2.6,0.040506,5603.82,1.019,13.6858
candidate,1,0,3.38199819,2.6,0.0305049999999999,5603.82,1.019,13.6858
non-candidate,1,0,0.593274,2.6,0.0305049999999999,5557.0,1.07692,15.3638
non-candidate,1,0,1.085097,2.6,0.0305049999999999,6503.37,2.97681,13.4156
candidate,1,0,3.6079916,15.3816,0.0305049999999999,5308.3,1.89,12.6702
candidate,1,0,3.607981,18.3,0.0305049999999999,6490.0,2.253,12.6702
candidate,1,0,15.405101,2.6,0.0305049999999999,5910.0,1.475,15.4287
non-candidate,1,0,14.71,2.6,0.066437,5167.0,2.19732,11.9845
non-candidate,1,0,14.707213,2.6,0.0305049999999999,5167.0,2.19732,11.9845
candidate,1,0,2.176955,1.25,0.068,5292.0,0.169,15.4853
candidate,1,0,2.17693,7.92,0.307,3176.0,0.170856,15.4853
candidate,1,1,21.1595,2.6,0.0305049999999999,3811.0,0.597044,14.5263
candidate,1,1,21.169861,1.98,0.031824,4148.21,0.571699,14.5263
candidate,1,1,21.169619,2.2,0.0336,3880.0,0.59,14.5263
candidate,1,1,21.17623917,2.6,0.0305049999999999,3811.0,0.597044,14.5263
candidate,1,1,21.1701963,1.92,0.0303,4057.0,0.58,14.5263
candidate,1,1,21.1686,2.18,0.0311,5292.0,0.642,14.5263
non-candidate,1,0,1.549381,2.6,0.0305049999999999,3570.0,0.541211,16.7386
candidate,1,0,0.95017067,2.6,0.0305049999999999,5339.0,0.746527,13.7853
candidate,1,0,1.53453,1.02,0.036,5292.0,0.29,12.6702
non-candidate,1,0,20.180269,2.6,0.0305049999999999,3380.0,0.342147,17.4331
non-candidate,1,0,5.803439,2.6,0.0305049999999999,5029.0,1.00796,13.7949
candidate,1,0,20.893526,2.6,0.0305049999999999,6020.0,1.765,11.9013
non-candidate,1,0,3.48928,0.91,0.015,3742.0,0.682132,16.2473
candidate,1,0,10.545,2.6,0.011974,6046.92,1.95293,11.6231
candidate,1,0,12.0808,2.53,0.0341,5292.0,0.682,14.7454
non-candidate,1,0,0.575349,2.6,0.0305049999999999,5033.0,1.04575,16.0431
non-candidate,1,0,2.612938,2.6,0.0305049999999999,5014.02,4.77742,10.7834
non-candidate,1,0,2.612804,2.6,0.0305049999999999,5987.0,3.64705,10.4352
non-candidate,1,0,0.522199,2.6,0.0305049999999999,5292.0,0.864,15.2913
candidate,1,0,0.4520313,5.3,0.0848,5292.0,0.569,16.0491
candidate,1,0,0.45220130587,7.91722863,0.0305049999999999,3739.0,0.633946,16.0491
non-candidate,1,0,14.343042,2.6,0.0305049999999999,3260.0,0.424653,17.518
non-candidate,1,0,0.628876,2.6,0.0305049999999999,6688.0,1.49352,12.2464
non-candidate,1,0,0.636109,2.6,0.0305049999999999,6100.77,1.65628,12.2097
candidate,1,0,11.09226,2.495,0.0325,4496.0,0.703,14.0056
candidate,1,0,2.61299,2.6,0.0305049999999999,3520.0,0.458,14.8088
candidate,1,0,8.97146,2.6,0.0305049999999999,5330.0,0.872,15.4347
non-candidate,1,0,4.397187,2.6,0.0305049999999999,6090.0,1.71021,12.4879
candidate,1,0,19.63975,2.6,0.0305049999999999,6730.0,2.183,11.0569
candidate,1,0,19.640151,43.0,0.179,5292.0,2.188,11.0569
candidate,1,0,19.63366256,2.6,0.0305049999999999,6516.17,2.11864,11.0569
candidate,1,0,19.640123,34.30556244,0.180354,6398.0,1.743843,11.0569
candidate,1,0,19.64,2.6,0.074167,6516.17,2.11864,11.0569
candidate,1,0,10.90364,2.214,0.0344,3929.0,0.59,14.6817
candidate,1,0,0.995061,2.6,0.0305049999999999,5080.0,0.864,16.0154
candidate,1,0,11.2362,2.25,0.0216,5292.0,0.955,12.5895
candidate,1,1,5.749481,2.93,0.0351,5292.0,0.765,14.3436
candidate,1,1,5.75,2.6,0.030749,4678.76,0.718666,14.3436
candidate,1,1,5.75052,2.01,0.0321,5292.0,0.576,14.3436
candidate,1,0,1.6488,2.6,0.0305049999999999,3392.0,0.445314,15.9771
candidate,1,0,1.648932,9.6,0.1912,3440.0,0.46,15.9771
candidate,1,0,24.399869,18.43,0.1029,6404.0,1.65,13.6398
candidate,1,0,2.52,2.6,0.010236,5707.44,1.08666,12.67
non-candidate,1,0,0.526316,2.6,0.0305049999999999,4397.0,0.864,16.0586
non-candidate,1,0,1.108972,2.6,0.0305049999999999,5292.0,0.864,14.8123
candidate,1,0,9.35739,2.69,0.0414,5292.0,0.595,15.7202
candidate,1,0,1.810718,2.6,0.0305049999999999,5680.0,1.178,14.5526
non-candidate,1,0,0.582017,2.6,0.0305049999999999,5385.55,1.06418,11.1111
candidate,1,0,1.81042,2.6,0.0305049999999999,3050.0,0.313,17.8589
candidate,1,0,1.810834,2.6,0.0305049999999999,3230.0,0.888,14.6547
candidate,1,1,24.6237203,2.33,0.0235,5650.0,0.91,13.5733
non-candidate,1,0,1.810708,2.6,0.0305049999999999,6805.0,2.32513,8.742621
non-candidate,1,0,9.484994,2.6,0.0305049999999999,5292.0,0.864,12.6702
non-candidate,1,0,9.510911,2.6,0.0305049999999999,3941.0,0.777317,15.5892
non-candidate,1,0,9.516793,2.6,0.0305049999999999,5292.0,0.864,19.8787
non-candidate,1,0,9.48658,2.6,0.0305049999999999,6119.69,1.76772,12.2771
non-candidate,1,0,9.487929,2.6,0.0305049999999999,6214.0,2.65019,12.2618
non-candidate,1,0,9.49259,2.6,0.0305049999999999,4645.01,7.25626,12.5
candidate,1,0,8.841,2.43,0.0381,5292.0,0.584,15.6609
candidate,1,0,45.38331501,2.6,0.0305049999999999,4793.26,0.815611,14.4803
non-candidate,1,0,0.858462,2.6,0.0305049999999999,4467.0,0.840819,16.8725
candidate,1,0,3.47701708869,11.85710209,0.0305049999999999,5225.91,0.84127,14.1754
candidate,1,0,3.47701312,2.6,0.0305049999999999,5225.91,0.84127,14.1754
candidate,1,0,3.4766506,12.6,0.1314,5292.0,0.879,14.1754
candidate,1,0,3.477,2.6,0.133945,5225.91,0.84127,14.1754
candidate,1,0,3.476642,11.5,0.1252,5292.0,0.84,14.1754
candidate,1,0,3.476633,12.7,0.1341,5292.0,0.865,14.1754
non-candidate,1,0,0.520451,2.6,0.0305049999999999,5292.0,0.864,18.1899
candidate,1,0,6.7713125000000005,4.31,0.03051,5292.0,1.294,11.718
candidate,1,0,39.5438,3.28,0.0233,5292.0,1.294,11.718
candidate,1,0,6.7713125000000005,3.26,0.02308,5292.0,1.294,11.718
candidate,1,0,26.8662,2.95,0.0209,5292.0,1.294,11.718
candidate,1,0,5.7837,1.38,0.0096,5292.0,1.31,11.8184
candidate,1,0,5.781853,1.44284081,0.009558,5739.0,1.383982,11.8184
candidate,1,0,5.78,2.6,0.010064,5758.27,1.70787,11.8184
non-candidate,1,0,1.324292,2.6,0.0305049999999999,7114.0,2.71166,12.0538
candidate,1,0,19.729071,2.239,0.0288,4735.0,0.712,14.1142
candidate,1,1,19.491,2.6,0.037166,6128.0,1.3636,10.0512
candidate,1,1,19.491795,5.84689735,0.038014,6046.0,1.410092,10.0512
candidate,1,1,19.4921473,5.50689,0.0305049999999999,6128.0,1.36,10.0512
candidate,1,1,19.492132,6.0,0.0373,5292.0,1.48,10.0512
candidate,1,1,19.49221,5.76,0.0379,6069.0,1.39,10.0512
candidate,1,1,19.491965,6.8,0.0305049999999999,6320.0,1.485,10.0512
candidate,1,1,19.49183,5.96,0.039,5292.0,1.403,10.0512
candidate,1,1,19.4921498,2.6,0.0407,6025.0,1.38,10.0512
candidate,1,1,19.491,5.5,0.0305049999999999,6019.0,1.387,10.0512
candidate,1,1,19.49213,6.12,0.0407,6025.0,1.38,10.0512
candidate,1,1,19.50735025,2.6,0.0305049999999999,6128.0,1.3636,10.0512
non-candidate,1,0,1.982809,2.6,0.0305049999999999,3330.0,0.291,17.4158
non-candidate,1,0,1.9828041248,10.89107018,0.0305049999999999,3213.0,0.293047,17.4158
non-candidate,1,0,1.9828,2.6,0.0305049999999999,3213.0,0.293047,17.4158
candidate,1,0,29.724674,1.439,0.0154,5339.0,0.854,10.7665
non-candidate,1,0,0.616444,2.6,0.0305049999999999,4937.26,0.750931,14.8598
non-candidate,1,0,7.218071,2.6,0.0305049999999999,6727.06,1.67346,9.27202
non-candidate,1,0,7.219626,2.6,0.0305049999999999,8075.0,2.55977,7.65321
candidate,1,0,7.220537,2.6,0.0305049999999999,5420.0,0.932,14.5248
non-candidate,1,0,7.220943,2.6,0.0305049999999999,3092.0,0.292863,18.1083
candidate,1,0,10.55532,2.64,0.0389,5292.0,0.623,14.0872
candidate,1,0,10.555,2.6,0.035337,4067.08,0.722281,14.0872
candidate,1,0,10.55632,2.86,0.044,4067.08,0.722281,14.0872
non-candidate,1,0,1.4835,1.41,0.068,3200.0,0.317944,16.9002
non-candidate,1,0,6.0162,2.6,0.0305049999999999,3249.0,0.400314,16.5341
candidate,1,0,1.092845,2.6,0.0305049999999999,5620.0,0.951,11.3111
candidate,1,0,1.092673,2.6,0.0305049999999999,5140.0,0.783,15.364
non-candidate,1,0,1.092917,2.6,0.0305049999999999,7226.47,1.78223,12.828
candidate,1,0,0.907765,77.0,0.5831,5292.0,1.21,14.5743
candidate,1,0,17.04066667,2.6,0.0305049999999999,6117.37,0.864,11.8939
candidate,1,0,17.035203,53.0,0.321,5292.0,1.51,11.8939
candidate,1,0,63.84825,2.86,0.041,3973.09,0.731598,14.1298
candidate,1,0,63.8432,2.78,0.043,5292.0,0.594,14.1298
candidate,1,0,8.986648,143.0368808,0.307785,5265.0,4.260594,7.15841
candidate,1,0,8.986,2.6,0.220558,5523.32,11.8634,7.15841
candidate,1,0,0.279258,8.41,0.1243,4071.0,0.62,19.4138
candidate,1,0,32.5795,10.44,0.1513,5292.0,0.633,16.7046
candidate,1,0,32.576,2.6,0.195795,4217.0,0.694468,16.7046
candidate,1,0,1.744546,2.6,0.0305049999999999,6530.0,2.316,12.866
non-candidate,1,0,11.6158,2.6,0.0305049999999999,3189.0,0.339085,17.0811
candidate,1,1,74.8,4.34,0.0569,5044.0,0.7,12.8852
candidate,1,0,6.83292,1.3,0.066,5292.0,0.18,16.2824
non-candidate,1,0,0.77845,2.6,0.0305049999999999,3859.0,0.779314,14.0006
non-candidate,1,0,0.778,2.6,0.073676,3859.0,0.779314,14.0006
non-candidate,1,0,0.923861,2.6,0.0305049999999999,6235.06,1.90631,13.1598
non-candidate,1,0,2.851451,2.6,0.0305049999999999,7137.0,2.22321,14.4
non-candidate,1,0,3.244126,2.6,0.0305049999999999,4274.11,0.987047,13.8819
non-candidate,1,0,0.821436,2.6,0.0305049999999999,6046.46,1.5043,12.7189
non-candidate,1,0,3.888853,2.6,0.0305049999999999,3693.0,0.696024,13.9939
non-candidate,1,0,3.696871,2.6,0.0305049999999999,6401.57,1.47855,10.1143
candidate,1,0,3.697161,2.6,0.0305049999999999,3120.0,0.245,18.0204
non-candidate,1,0,1.769505,2.6,0.0305049999999999,5988.0,1.16794,16.5941
candidate,1,0,23.702342,2.6,0.0305049999999999,6280.0,1.869,11.8289
candidate,1,0,2.714743,1.198,0.0264,3634.0,0.415,16.4913
candidate,1,0,5.169887,9.1,0.0305049999999999,6830.0,1.45,10.9148
candidate,1,0,5.1699026,9.23587,0.0305049999999999,6283.4,1.48,10.9148
non-candidate,1,0,3.40819,2.6,0.0305049999999999,5416.13,0.849526,13.3096
non-candidate,1,0,2.22982,2.6,0.0305049999999999,7391.0,2.26072,11.5653
candidate,1,0,4.4455436,15.8181,0.0305049999999999,6355.8,2.11,12.5066
candidate,1,0,4.445559,15.9,0.0305049999999999,6520.0,2.237,12.5066
candidate,1,0,23.917716,2.6,0.0305049999999999,5050.0,0.828,14.7464
candidate,1,0,2.783705,2.4,0.0305049999999999,5890.0,0.939,12.0948
non-candidate,1,0,1.830767,2.6,0.0305049999999999,6141.42,0.98712,12.8098
candidate,1,0,9.375266,3.545,0.0435,4571.0,0.747,15.114
non-candidate,1,0,0.617674,2.6,0.0305049999999999,5271.68,1.10095,13.7189
candidate,1,0,0.986765,2.6,0.0305049999999999,6080.0,1.4,14.685
non-candidate,1,0,0.579309,2.6,0.0305049999999999,4888.0,0.999114,15.139
non-candidate,1,0,1.204338,2.6,0.0305049999999999,5633.43,0.907171,14.3504
non-candidate,1,0,0.604228,2.6,0.0305049999999999,5292.0,0.864,16.9104
candidate,1,0,0.82182448,2.6,0.0305049999999999,5990.46,2.64987,12.2705
candidate,1,0,0.822,2.6,0.020904,5990.46,2.64987,12.2705
candidate,1,0,0.8218241,6.1,0.0209,5292.0,2.66,12.2705
non-candidate,1,0,0.816734,2.6,0.0305049999999999,6318.08,1.79519,10.3791
candidate,1,0,14.220246,2.6,0.0305049999999999,6130.0,1.461,13.008
non-candidate,1,0,0.547674,2.6,0.0305049999999999,4926.69,0.786265,14.4664
non-candidate,1,0,1.743013,2.6,0.0305049999999999,7935.6,2.95299,13.637
non-candidate,1,0,0.55082,2.6,0.0305049999999999,5292.0,0.864,15.8552
non-candidate,1,0,1.153456,2.6,0.0305049999999999,5378.01,2.96865,14.5646
non-candidate,1,0,3.797473,2.6,0.0305049999999999,5024.68,0.785698,14.7551
non-candidate,1,0,0.518748,2.6,0.0305049999999999,6490.0,1.31192,11.7952
non-candidate,1,0,0.518754,2.6,0.0305049999999999,5514.41,0.878754,11.7836
non-candidate,1,0,0.98972,2.6,0.0305049999999999,5424.29,1.13922,13.969
non-candidate,1,0,4.845561,2.6,0.0305049999999999,5723.1,1.15426,13.702
non-candidate,1,0,0.643142,2.6,0.0305049999999999,5412.54,1.05452,14.4661
candidate,1,0,1.466473,2.6,0.0305049999999999,4570.0,0.981,10.1517
candidate,1,0,7.112,2.6,0.02418,5595.68,0.909317,10.5241
candidate,1,0,7.1123703,1.85858,0.0305049999999999,5595.7,0.91,10.5241
candidate,1,0,7.112134,2.7,0.0305049999999999,5800.0,1.042,10.5241
candidate,1,0,7.112273,3.2,0.0302,5292.0,0.96,10.5241
candidate,1,0,7.11047482,2.6,0.0305049999999999,5595.68,0.909317,10.5241
non-candidate,1,0,1.991357,2.6,0.0305049999999999,6118.76,1.26082,12.5995
non-candidate,1,0,16.7004351,2.6,0.0305049999999999,5018.76,1.09979,14.2154
non-candidate,1,0,16.709659,2.6,0.0305049999999999,5018.76,1.09979,14.2154
candidate,1,0,20.016917,2.6,0.0305049999999999,5790.0,0.97,12.3154
non-candidate,1,0,1.488249,2.6,0.0305049999999999,4080.0,0.982781,14.6332
non-candidate,1,0,0.610205,2.6,0.0305049999999999,5470.83,1.18417,12.0773
non-candidate,1,0,1.07639,2.6,0.0305049999999999,6523.0,1.6002,12.032
candidate,1,0,5.17518,1.53,0.017,5292.0,0.826,13.0906
candidate,1,0,9.73605539,2.6,0.0305049999999999,5508.0,0.946449,13.4356
candidate,1,0,2.22645,2.6,0.0305,5292.0,0.782,14.7975
candidate,1,0,2.226,2.6,0.026003,5013.0,0.778333,14.7975
candidate,1,0,3.209,2.6,0.044905,5060.51,0.910204,12.9416
candidate,1,0,3.209185,40.1,0.4132,5292.0,0.89,12.9416
candidate,1,0,3.209149,5.27465763,0.057615,5182.0,0.839324,12.9416
candidate,1,0,3.2092033,6.33877,0.0305049999999999,5060.5,0.91,12.9416
candidate,1,0,2.91825,1.65,0.0196,5292.0,0.776,13.2686
candidate,1,0,2.918,2.6,0.015674,4996.93,0.763904,13.2686
candidate,1,0,0.898,2.6,0.043334,5292.0,0.864,14.6651
candidate,1,0,0.898216,4.02,0.0449,5528.0,0.82,14.6651
candidate,1,0,0.898344,9.8,0.101,5292.0,0.9,14.6651
candidate,1,0,0.898312,32.0,0.3728,5292.0,0.79,14.6651
candidate,1,0,0.89803906,2.6,0.0305049999999999,5292.0,0.864,14.6651
candidate,1,0,6.676,2.6,0.198555,4036.0,0.864,19.0658
non-candidate,1,0,1.023613,2.6,0.0305049999999999,6658.58,2.97485,12.1703
candidate,1,0,0.545702,2.6,0.0305049999999999,5330.0,4.752,13.7199
candidate,1,0,4.70751,1.52,0.0139,5292.0,0.998,12.3979
non-candidate,1,0,5.173531,2.6,0.0305049999999999,5188.24,1.14689,13.5264
non-candidate,1,0,5.489456,2.6,0.0305049999999999,5151.0,3.27338,14.1039
non-candidate,1,0,0.699705,2.6,0.0305049999999999,6804.44,2.09781,13.3519
non-candidate,1,0,0.555317,2.6,0.0305049999999999,5295.0,1.07851,15.6827
non-candidate,1,0,0.569192,2.6,0.0305049999999999,6510.0,1.51974,14.4458
non-candidate,1,0,0.751394,2.6,0.0305049999999999,5480.0,1.27317,15.0404
candidate,1,0,1.17715,2.6,0.0305049999999999,6390.0,2.529,12.6655
non-candidate,1,0,9.148701,2.6,0.0305049999999999,6072.0,1.8215,12.128
candidate,1,0,1.190316,2.6,0.0305049999999999,3420.0,0.335,15.8929
non-candidate,1,0,2.724469,2.6,0.0305049999999999,6707.0,1.60222,15.4373
non-candidate,1,0,12.886147,2.6,0.0305049999999999,5033.0,0.805017,13.1188
non-candidate,1,0,0.723102,2.6,0.0305049999999999,5897.77,1.19162,13.4893
candidate,1,0,6.924808,8.5,0.0305049999999999,5300.0,0.795,15.1695
non-candidate,1,0,0.526018,2.6,0.0305049999999999,3614.0,0.671247,15.258
candidate,1,0,1.190354,2.6,0.0305049999999999,6350.0,2.407,10.1093
non-candidate,1,0,0.793048,2.6,0.0305049999999999,5459.0,1.76335,13.5606
non-candidate,1,0,0.594392,2.6,0.0305049999999999,5552.0,0.864,15.3063
non-candidate,1,0,1.160308,2.6,0.0305049999999999,4331.0,0.883616,13.3883
candidate,1,0,5.190254,2.6,0.0305049999999999,3120.0,0.645,16.0693
candidate,1,0,11.480611,23.562,0.0398,4692.0,5.415,14.4279
non-candidate,1,0,0.59812,2.6,0.0305049999999999,4142.0,0.935307,14.3479
candidate,1,0,1.095841,2.6,0.0305049999999999,5920.0,1.906,13.1782
candidate,1,0,1.717,2.6,0.009286,6049.0,1.69089,13.3498
candidate,1,0,0.7165461,25.5,0.133,5292.0,1.754,13.3498
candidate,1,0,12.426,2.6,0.02077,5926.0,1.34653,13.9996
candidate,1,0,16.715029,3.402,0.0365,5406.0,0.854,13.6787
candidate,1,0,2.76294135,2.6,0.0305049999999999,5794.0,0.787867,13.1627
candidate,1,2,2.289363,1.48,0.0169,5171.0,0.8,14.1864
candidate,1,2,2.28943,1.323,0.0162,5292.0,0.864,14.1864
candidate,1,2,2.28896,1.83,0.0224,5292.0,0.749,14.1864
candidate,1,2,5.21378,2.29,0.028,5292.0,0.749,14.1864
candidate,1,2,5.213965,2.27,0.0258,5171.0,0.8,14.1864
candidate,1,2,5.213,2.6,0.026618,5008.0,0.776343,14.1864
candidate,1,0,1.225,2.6,0.014962,5222.0,0.836336,14.1098
candidate,1,0,0.595621,0.58303133,0.006193,5338.0,0.863058,9.84344
candidate,1,0,1.605718,16.0,0.075,5292.0,1.9,14.4072
candidate,1,0,6.669,2.6,0.014607,5048.0,0.871771,14.046
candidate,1,0,17.788652,47.8,0.5791,5292.0,0.76,14.5983
candidate,1,0,12.9348816,2.6,0.0305049999999999,5292.0,0.864,14.3986
candidate,1,0,12.93562,33.6,0.204,5292.0,1.511,14.3986
candidate,1,0,51.735,15.3,0.093,5292.0,1.511,14.3986
candidate,1,0,34.144,2.6,0.053257,5690.0,1.68987,14.0925
candidate,1,0,34.1365,10.54,0.0539,5292.0,1.791,14.0925
candidate,1,0,3.56467,1.62,0.0263,5292.0,0.564,14.732
candidate,1,0,21.0791,2.71,0.0182,5292.0,1.362,12.8021
candidate,1,0,4.17458,1.08,0.0354,5292.0,0.28,15.002
candidate,1,0,4.174,2.6,0.031828,3620.0,0.539055,15.002
candidate,1,0,15.9489,2.48,0.0177,5292.0,1.29,13.0054
candidate,1,0,2.548,2.6,0.049828,3545.0,0.515866,14.5263
candidate,1,0,2.55068936,2.6,0.0305049999999999,3545.0,0.515866,14.5263
candidate,1,0,2.549,2.6,0.044285,5292.0,0.864,14.388
candidate,1,0,2.55234671,2.6,0.0305049999999999,5292.0,0.864,14.388
candidate,1,0,2.500285,64.215,0.237,6051.0,2.481,9.86752
candidate,1,0,0.6962935,3.85,0.0319,5292.0,1.107,13.1728
candidate,1,0,22.446,2.6,0.039319,4118.0,0.693527,15.1145
candidate,1,0,26.147,2.6,0.023842,5442.0,0.811187,13.1609
candidate,1,0,26.143,2.52,0.0285,5292.0,0.8091,13.1609
candidate,1,0,14.452,2.6,0.0182,6318.0,1.11514,12.0649
candidate,1,0,36.152,2.6,0.0183,6318.0,1.11514,12.0649
candidate,1,0,6.16596,2.6,0.0314,5882.0,1.3,12.0169
candidate,1,0,46.4221,2.66,0.0273,5292.0,0.893,13.7025
candidate,1,0,46.423,2.6,0.026102,5642.0,0.851697,13.7025
candidate,1,0,1.852487,36.8,0.136,5292.0,2.479,11.6682
candidate,1,0,3.746332,1.638,0.0207,4395.0,0.726,14.5838
candidate,1,0,28.24765,38.5,0.09873,5292.0,3.57,13.2152
candidate,1,0,25.3606,3.11,0.035,5292.0,0.815,14.5364
candidate,1,0,15.7086,1.96,0.0303,5292.0,0.595,14.0679
candidate,1,0,9.886,1.59,0.0245,5292.0,0.595,14.0679
candidate,1,1,18.0983,2.17,0.0148,5292.0,0.864,13.2026
candidate,1,1,18.0971,2.21,0.0165,5292.0,1.2247,13.2026
candidate,1,1,12.0156,2.81,0.0211,5292.0,1.2247,13.2026
candidate,1,1,12.012,2.6,0.017745,5915.0,1.21834,13.2026
candidate,1,0,0.946,2.6,0.017346,5336.0,0.801858,14.5285
candidate,1,0,0.946033,1.81,0.02,5292.0,0.827,14.5285
candidate,1,0,0.94599529,2.6,0.0305049999999999,5336.0,0.801858,14.5285
candidate,1,0,2.667929,50.7,0.497,5292.0,0.94,12.573
candidate,1,0,1.063,2.6,0.015188,5292.0,0.864,12.6702
candidate,1,0,0.531704,2.0,0.0169,5292.0,1.06,12.6702
candidate,1,0,0.531684,2.13,0.0152,5292.0,1.29,12.6702
candidate,1,0,24.006249,23.826,0.1449,6150.0,1.506,17.7746
candidate,1,0,1.11562824,2.6,0.0305049999999999,5806.0,1.09339,12.3532
candidate,1,0,1.115563,1.29,0.012,5292.0,0.98,12.3532
candidate,1,0,1.115,2.6,0.012269,5806.0,1.09339,12.3532
candidate,1,0,1.115485,1.6,0.0132,5292.0,1.1,12.3532
candidate,1,0,24.462656,13.6,0.1842,5292.0,0.68,13.1347
candidate,1,0,24.482,28.2,0.0937,5292.0,2.763,13.1347
candidate,1,0,0.779,2.6,0.019207,5292.0,0.864,14.9494
candidate,1,0,0.77923,0.87,0.023,5292.0,0.864,14.9494
candidate,1,0,12.666,2.6,0.043318,5690.0,0.948236,14.2814
candidate,1,0,0.876,2.6,0.012103,5849.0,1.49707,12.7204
candidate,1,0,3.26945,3.9,0.13,5292.0,0.276,17.5202
candidate,1,0,3.269,2.6,0.111682,3201.0,0.263126,17.5202
candidate,1,0,4.07337,0.928,0.01071,5292.0,0.794,11.9581
candidate,1,0,21.6768,2.87,0.0262,5292.0,1.003,13.8233
candidate,1,0,21.677,2.6,0.024596,5751.0,0.968677,13.8233
candidate,1,0,6.80213,1.82,0.044,5292.0,0.379,15.0956
candidate,1,0,6.883,2.6,0.066463,4900.0,1.76623,16.383
candidate,1,0,6.88385,8.3,0.1023,5292.0,0.743,16.383
candidate,1,1,34.885,1.6,0.0193,5292.0,0.864,13.3118
candidate,1,1,15.381,2.6,0.023288,5079.0,0.752111,13.3118
candidate,1,1,15.3866,2.41,0.0292,5292.0,0.758,13.3118
candidate,1,0,11.52898,3.93,0.0675,5292.0,0.533,16.0427
candidate,1,0,3.44791,1.46,0.0211,5292.0,0.637,13.6712
candidate,1,0,14.4307,2.28,0.0212,5292.0,0.986,13.03
candidate,1,0,8.121,2.6,0.02014,5672.0,1.04659,13.9192
candidate,1,0,8.12088,2.69,0.0224,5292.0,1.101,13.9192
candidate,1,0,13.485,1.67,0.0174,5292.0,0.879,13.1083
candidate,1,0,13.484958,1.56669509,0.017033,5378.0,0.843263,13.1083
candidate,1,0,13.479,2.6,0.014904,5196.0,0.915477,13.1083
candidate,1,0,17.732736,23.212,0.1262,5650.0,1.684,13.8972
candidate,1,0,1.096473,78.0,0.373,5292.0,1.913,13.5325
candidate,1,1,4.162764,1.5,0.0168,5292.0,0.83,12.45
candidate,1,0,13.7043,1.3,0.0118,5292.0,1.014,11.6398
candidate,1,0,13.52583,2.49,0.0246,5292.0,0.927,13.1124
candidate,1,0,13.524,2.6,0.023085,5531.0,0.913819,13.1124
candidate,1,0,13.52475,2.27671392,0.023499,5570.0,0.888236,13.1124
candidate,1,0,14.311,2.6,0.026248,4076.0,0.614558,13.1644
candidate,1,0,21.379793,2.088,0.0274,4722.0,0.698,14.9308
candidate,1,0,8.853025,14.4,0.1514,5292.0,0.87,13.9429
candidate,1,0,8.85007649,2.6,0.0305049999999999,5639.0,1.12685,13.9429
candidate,1,0,8.853,2.6,0.155895,5639.0,1.12685,13.9429
candidate,1,0,2.58166013,2.6,0.0305049999999999,4998.0,0.86975,13.0523
candidate,1,0,2.581467,5.7,0.0668,5292.0,0.78,13.0523
candidate,1,0,2.581,2.6,0.063185,4998.0,0.86975,13.0523
non-candidate,1,0,2.581,2.6,0.17404,4076.0,0.757718,14.6831
non-candidate,1,0,2.58148,5.38,0.073,4076.0,0.757718,14.6831
candidate,1,0,14.069,2.6,0.01738,5292.0,0.864,12.0739
candidate,1,0,14.07277587,2.6,0.0305049999999999,5292.0,0.864,12.0739
candidate,1,0,14.069121,1.8,0.0201,5292.0,0.84,12.0739
candidate,1,0,14.06928,1.83,0.01915,5292.0,0.876,12.0739
candidate,1,0,14.069759,1.86705079,0.019232,5343.0,0.890011,12.0739
candidate,1,0,18.155653,55.0,0.607,5292.0,0.83,13.8501
candidate,1,0,6.373,2.6,0.133861,6518.0,0.991065,16.8307
candidate,1,0,3.021944,10.8,0.092,5292.0,1.082,12.6728
candidate,1,0,3.021795,45.9,0.3876,5292.0,1.09,12.6728
candidate,1,0,3.02164122,2.6,0.0305049999999999,5975.0,1.05594,12.6728
candidate,1,0,7.783286,155.7,0.3728,5292.0,3.83,11.7297
candidate,1,0,7.785,2.6,0.023269,4726.0,3.88144,11.7297
candidate,1,0,7.78608,10.9,0.0298,5292.0,3.34,11.7297
candidate,1,0,7.785227,7.72094189,0.038942,5084.0,1.817689,11.7297
candidate,1,2,15.2841,1.12,0.0108,5292.0,0.864,12.2038
candidate,1,2,15.2841,1.39,0.013,5292.0,0.9757,12.2038
candidate,1,2,15.28078,1.26,0.0117,6004.0,0.98,12.2038
candidate,1,2,23.226001,2.24459533,0.021599,5928.0,0.952744,12.2038
