disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_ratror,st_teff,st_rad,sy_gaiamag
candidate,1,3,24.64638,1.69,0.027,5292.0,0.561,11.4785
candidate,1,3,24.64745,1.56,0.0305049999999999,3951.0,0.52,11.4785
candidate,1,3,24.645013,1.9,0.02858,3927.0,0.58,11.4785
candidate,1,3,24.6491,1.644,0.0277,5292.0,0.553,11.4785
candidate,1,3,24.64354,1.85,0.03007,3896.0,0.56,11.4785
candidate,1,3,44.55603,1.458,0.02449,3844.0,0.546,11.4785
candidate,1,3,44.56115,1.7,0.02497,3927.0,0.58,11.4785
candidate,1,3,44.55612,2.6,0.02484,3920.0,0.550856,11.4785
candidate,1,3,44.55765,1.61,0.0252,5292.0,0.561,11.4785
candidate,1,3,44.5574,1.11,0.0273,5292.0,0.371,11.4785
candidate,1,3,44.556456,1.62,0.0305049999999999,3835.0,0.6,11.4785
candidate,1,3,44.5631,1.52,0.0305049999999999,3896.0,0.561,11.4785
candidate,1,3,44.55646,2.6,0.0244,3896.0,0.561,11.4785
candidate,1,3,44.556456,1.52,0.0305049999999999,3896.0,0.561,11.4785
candidate,1,3,44.55983,1.51,0.02453,3896.0,0.56,11.4785
candidate,1,3,44.5631,1.52,0.0248,3896.0,0.561,11.4785
candidate,1,3,44.5609,0.96,0.0235,3841.0,0.371,11.4785
candidate,1,3,44.5705,1.53,0.02495,5292.0,0.553,11.4785
candidate,1,3,44.55764,1.65,0.0305049999999999,3835.0,0.6,11.4785
candidate,1,1,4.09847804,2.6,0.1266,5425.0,0.844,13.2056
candidate,1,1,4.098506,12.3,0.1233,5567.0,0.92,13.2056
candidate,1,1,4.09847409321,14.83669218,0.0305049999999999,5198.0,1.06395,13.2056
candidate,1,1,4.098492,12.65164357,0.127552,5574.0,0.909346,13.2056
candidate,1,1,4.09803132,2.6,0.0305049999999999,5198.0,1.06395,13.2056
candidate,1,1,4.09849,11.982421,0.13097,5575.0,0.839,13.2056
candidate,1,1,4.098507,13.405964,0.1302,5581.0,0.941,13.2056
candidate,1,1,4.0984897,13.14,0.1309,5292.0,0.921,13.2056
candidate,1,1,4.0984791,2.6,0.0305049999999999,5425.0,0.844,13.2056
candidate,1,1,4.098503,11.646151,0.1266,5425.0,0.844,13.2056
candidate,1,1,3.38631713618,2.6,0.0305049999999999,5780.0,0.864,14.8949
candidate,1,1,3.38628,9.916,0.0742,6100.0,1.24,14.8949
candidate,2,1,1.25785,2.6,0.0305049999999999,5412.0,0.986,10.5371
candidate,2,1,1.2578542,34.0,0.35,5465.0,0.9,10.5371
candidate,2,1,1.25785,11.88154,0.135,5280.0,0.78,10.5371
candidate,2,1,1.25784906,46.0,0.0305049999999999,5340.0,1.138,10.5371
candidate,2,1,1.2578332,2.6,0.0305049999999999,5340.0,1.02904,10.5371
candidate,2,1,1.25784887,2.6,0.14,5280.0,0.78,10.5371
candidate,2,1,1.2578493,7.0,0.09261,5251.0,0.81,10.5371
candidate,2,1,1.25781300511,12.57069193,0.0305049999999999,5340.0,1.02904,10.5371
candidate,1,2,921.2,2.6,0.0305049999999999,5959.0,1.22,9.30733
candidate,1,1,3.1443189,0.95,0.0444,3300.0,0.196,15.6791
candidate,1,2,1.133,1.33,0.0305049999999999,3436.0,0.379,15.514
candidate,1,2,5.26,1.83,0.0305049999999999,3436.0,0.379,15.514
candidate,1,1,6.22,2.93,0.0305049999999999,3387.0,0.379,16.6387
candidate,1,1,7.01,1.66,0.0305049999999999,3851.0,0.552,14.3967
candidate,1,1,26.68,2.79,0.0305049999999999,5440.0,0.898,11.9397
candidate,2,4,8.99002105,2.6,0.0305049999999999,5274.0,0.851795,12.0036
candidate,2,4,8.9919156,4.79,0.05639,4686.0,0.72,12.0036
candidate,2,4,8.991942,5.17103245,0.056494,5415.0,0.839164,12.0036
candidate,2,4,8.99218,5.38,0.0305049999999999,5315.0,0.87,12.0036
candidate,2,4,8.99213,5.62,0.0556,5428.0,0.92,12.0036
candidate,2,4,8.991828,4.96,0.05382,5292.0,0.845,12.0036
candidate,2,4,8.992,5.299,0.05642,5271.0,0.86,12.0036
candidate,2,4,17.97586029496,4.78034841,0.0305049999999999,5274.0,0.851795,12.0036
candidate,2,4,8.992018,4.92,0.0596,5292.0,0.757,12.0036
candidate,2,4,8.99218,5.38,0.05635,5315.0,0.87,12.0036
candidate,2,4,8.99213,5.13,0.0305049999999999,5275.0,0.845,12.0036
candidate,2,4,8.99196,5.038,0.0305049999999999,5274.0,0.855,12.0036
candidate,2,4,20.65614,3.48,0.03636,5315.0,0.87,12.0036
candidate,2,4,20.66186,2.74,0.029664,5292.0,0.845,12.0036
candidate,2,4,20.66093,3.01,0.0305049999999999,5274.0,0.855,12.0036
candidate,2,4,20.6602,3.32,0.0326,5428.0,0.92,12.0036
candidate,2,4,20.65614,3.48,0.0305049999999999,5315.0,0.87,12.0036
candidate,2,4,20.660987,2.88,0.03769,4686.0,0.72,12.0036
candidate,2,4,20.6602,3.01,0.0305049999999999,5275.0,0.845,12.0036
candidate,2,4,20.66093,3.134,0.03342,5271.0,0.86,12.0036
candidate,2,4,20.66178,2.73,0.0331,5292.0,0.757,12.0036
candidate,2,4,20.661623,3.11517954,0.034033,5415.0,0.839164,12.0036
candidate,2,4,31.71701,3.484,0.03704,5271.0,0.86,12.0036
candidate,2,4,31.715868,3.13,0.04201,4686.0,0.72,12.0036
candidate,2,4,31.7154,3.77,0.0371,5428.0,0.92,12.0036
candidate,2,4,31.7236,3.14,0.038,5292.0,0.757,12.0036
candidate,2,4,31.7142,3.27,0.03551,5292.0,0.845,12.0036
candidate,2,4,31.71922,3.75,0.04004,5315.0,0.87,12.0036
candidate,2,4,31.7169,3.33,0.0305049999999999,5274.0,0.855,12.0036
candidate,2,4,31.7154,3.43,0.0305049999999999,5275.0,0.845,12.0036
candidate,2,4,31.71922,3.75,0.0305049999999999,5315.0,0.87,12.0036
candidate,2,4,31.715061,3.41411198,0.037299,5415.0,0.839164,12.0036
candidate,2,4,4.34882,1.01,0.0109,5292.0,0.845,12.0036
candidate,2,4,4.3491,2.2,0.027,5292.0,0.757,12.0036
candidate,2,4,4.34934,1.212,0.01294,5271.0,0.86,12.0036
candidate,1,1,1.995,2.62,0.0305049999999999,3157.0,0.3,16.3554
candidate,1,1,2.298,1.95,0.0305049999999999,3855.0,0.583,12.8241
candidate,1,1,2.29799150846,2.32710652,0.0305049999999999,3650.0,0.590525,12.8241
candidate,1,1,2.2979749,2.05124347,0.0315,3750.0,0.595,12.8241
candidate,1,1,8.205,1.92,0.0305049999999999,4141.0,0.602,13.3108
candidate,1,1,24.93,2.1,0.0305049999999999,3710.0,0.549,14.0693
candidate,1,1,3.262,2.43,0.0305049999999999,3752.0,0.505,14.5172
candidate,1,1,6.93,2.2,0.0305049999999999,3287.0,0.298,16.137
candidate,1,1,1.256,2.28,0.0305049999999999,3924.0,0.688,15.0082
candidate,1,1,12.4551225,8.675766,0.09679,5282.0,0.822,12.4462
candidate,1,1,12.45636917022,8.7723254,0.0305049999999999,5278.0,0.843307,12.4462
candidate,1,1,5.4252061,0.868,0.04747,2890.0,0.16,14.157
candidate,1,1,5.42513,5.76,0.0476,3410.0,1.1,14.157
candidate,1,1,5.4224,2.6,0.0305049999999999,3318.0,0.909623,14.157
candidate,1,1,5.424865,5.04,0.0432,3540.0,1.05,14.157
candidate,1,1,5.42526,3.17,0.055,5292.0,0.529,14.157
candidate,1,1,13.773826,3.29495202,0.017953,6114.0,1.682578,9.51275
candidate,1,1,13.773,2.17,0.01356,5292.0,1.469,9.51275
candidate,1,1,13.773,2.6,0.015638,6266.98,1.46908,9.51275
candidate,1,1,13.772626,2.2,0.016,5292.0,1.25,9.51275
candidate,1,1,13.7748361,2.67656,0.0305049999999999,6266.98,1.47,9.51275
candidate,1,1,13.774798,2.77,0.0169,6232.0,1.5,9.51275
candidate,1,2,9.398977,1.79,0.0155,5994.0,1.06,11.1945
candidate,1,2,22.99592,2.5,0.0305049999999999,6010.0,1.043,11.1945
candidate,1,2,22.996591,2.72,0.0235,5994.0,1.06,11.1945
candidate,1,1,17.703,2.6,0.080674,3266.0,0.289676,16.4791
candidate,1,1,17.70632,2.2,0.0707,3315.0,0.28,16.4791
candidate,1,1,17.7037,1.76,0.0786,5292.0,0.205,16.4791
candidate,1,1,14.759287,6.18,0.0461,5880.0,1.22,11.9866
candidate,1,1,14.759859,2.6,0.0461,6070.0,1.186,11.9866
candidate,1,1,14.759595,5.3,0.0305049999999999,6070.0,1.186,11.9866
candidate,1,1,14.75650149447,5.7395617,0.0305049999999999,5790.7,1.20174,11.9866
candidate,1,1,5.11383503556,5.67086336,0.0305049999999999,6315.7,1.50876,11.3479
candidate,1,1,5.113981,5.65,0.0343,6502.0,1.49,11.3479
candidate,1,1,5.1138428,2.6,0.0343,6890.0,1.409,11.3479
candidate,1,1,5.113823,5.0,0.0305049999999999,6890.0,1.409,11.3479
candidate,1,1,12.282343,2.52633631,0.016422,5985.0,1.410373,12.4741
candidate,1,1,12.281,2.6,0.015248,6272.0,1.33471,12.4741
candidate,1,1,12.2812,2.47,0.0171,5292.0,1.323,12.4741
candidate,1,1,12.283211,2.21,0.0151,6222.0,1.33,12.4741
candidate,1,1,21.191788,1.3172461,0.015441,5277.0,0.782112,12.5114
candidate,1,1,21.194733,1.22,0.014,5424.0,0.8,12.5114
candidate,1,1,21.199,2.6,0.013507,5296.77,0.797924,12.5114
candidate,1,1,21.1976,1.33,0.0158,5292.0,0.7747,12.5114
candidate,1,1,16.273563,2.62,0.018,5869.0,1.32,12.2299
candidate,1,1,16.271,2.6,0.017668,5940.0,1.25863,12.2299
candidate,1,1,16.2713,2.77,0.01997,5292.0,1.27,12.2299
candidate,1,1,16.27284,2.10886389,0.018155,5656.0,1.064948,12.2299
candidate,1,1,3.85,2.6,0.016802,4504.0,0.626953,13.0455
candidate,1,1,3.850614,1.03,0.0148,4558.0,0.63,13.0455
candidate,1,1,3.85064,1.073,0.0193,5292.0,0.51,13.0455
candidate,1,1,19.508,2.11,0.0336,5292.0,0.576,14.3436
candidate,1,1,19.507428,1.92,0.0244,4857.0,0.72,14.3436
candidate,1,1,2.995646,13.96620332,0.088002,5990.0,1.454974,11.4357
candidate,1,1,2.99529334,2.6,0.0305049999999999,6135.47,1.4022,11.4357
candidate,1,1,2.995629,15.434793,0.0895,6149.0,1.58,11.4357
candidate,1,1,2.995633,13.1,0.087,5292.0,1.38,11.4357
candidate,1,1,2.9956366,13.1937,0.0305049999999999,6135.5,1.4,11.4357
candidate,1,1,2.99563536,2.6,0.0887,6087.0,1.66,11.4357
candidate,1,1,2.995607,15.13215,0.0905,6132.0,1.526,11.4357
candidate,1,1,2.996,2.6,0.078978,6135.47,1.4022,11.4357
candidate,1,1,2.995633,13.96,0.0886,6071.0,1.44,11.4357
candidate,1,1,2.9956348,13.75,0.0887,6168.0,1.42,11.4357
candidate,1,1,2.9956372,13.7,0.0901,5292.0,1.4,11.4357
candidate,1,1,2.995653,13.8,0.0305049999999999,6380.0,1.398,11.4357
candidate,1,1,2.99561,11.99363,0.0305049999999999,6132.0,1.22,11.4357
candidate,1,1,2.995654,16.14096,0.0887,6087.0,1.66,11.4357
candidate,1,1,29.729,2.6,0.025878,5464.0,1.11294,14.1327
candidate,1,1,29.7361,3.52,0.0282,5292.0,1.144,14.1327
candidate,1,1,29.740451,3.36,0.0268,5532.0,1.13,14.1327
candidate,1,1,36.556251,2.96787013,0.026283,5759.0,1.035241,12.5585
candidate,1,1,36.5563,3.18,0.0265,5292.0,1.1,12.5585
candidate,1,1,36.552551,3.21,0.0251,5817.0,1.16,12.5585
candidate,1,1,11.561514,2.4,0.0305049999999999,6140.0,1.406,11.0702
candidate,1,1,11.561052,2.03,0.0155,5920.0,1.09,11.0702
candidate,1,2,2.787174,1.65,0.0329,3804.0,0.46,15.1312
candidate,1,2,2.78711,2.0,0.0362,5292.0,0.507,15.1312
candidate,1,2,7.67689,2.44,0.0441,5292.0,0.507,15.1312
candidate,1,2,7.676984,2.3,0.0305049999999999,3790.0,0.465,15.1312
candidate,1,2,7.676972,2.02,0.0402,3804.0,0.46,15.1312
candidate,1,1,3.3557219,1.9149,0.0305049999999999,3807.0,0.56,12.7423
candidate,1,1,3.355854,1.6,0.0305049999999999,3860.0,0.551,12.7423
candidate,1,1,3.35585,1.59,0.0295,4374.0,0.49,12.7423
candidate,1,1,10.367437,2.11,0.0367,3779.0,0.52,14.6951
candidate,1,1,10.366,2.6,0.035211,3675.0,0.539401,14.6951
candidate,1,1,10.36627,1.82,0.0418,5292.0,0.4,14.6951
candidate,1,1,26.198,2.6,0.029347,4678.0,0.709927,11.6828
candidate,1,1,26.201446,2.26,0.0297,4801.0,0.7,11.6828
candidate,1,1,26.1956,2.08,0.0291,5292.0,0.656,11.6828
candidate,1,1,26.197022,2.36213049,0.031283,4789.0,0.692258,11.6828
candidate,1,1,26.19445485478,2.99459349,0.0305049999999999,4678.0,0.709927,11.6828
candidate,1,1,7.18662,2.58,0.0405,5292.0,0.584,14.8131
candidate,1,1,7.187257,2.41,0.0335,4599.0,0.63,14.8131
candidate,1,1,7.187,2.6,0.034576,4391.0,0.617099,14.8131
candidate,1,2,4.688418,3.26,0.035,5077.0,0.85,12.3271
candidate,1,2,4.688625,3.8,0.0305049999999999,5220.0,0.828,12.3271
candidate,1,2,4.6886342,3.36071,0.0305049999999999,4954.0,0.87,12.3271
candidate,1,2,12.550171,2.67,0.0287,5077.0,0.85,12.3271
candidate,1,2,12.550896,2.6,0.0305049999999999,5220.0,0.828,12.3271
candidate,1,1,9.029,2.6,0.026107,5274.0,0.786068,14.1826
candidate,1,1,9.032178,1.38,0.0255,4385.0,0.49,14.1826
candidate,1,1,9.0333,2.75,0.0305,5292.0,0.825,14.1826
candidate,1,2,2.399964,1.32,0.01949,4402.71,0.619575,13.9152
candidate,1,2,2.39991,1.08,0.0164,4426.0,0.601,13.9152
candidate,1,2,2.3996463,1.52,0.01855,4326.0,0.67,13.9152
candidate,1,2,2.39984,1.4,0.01777,4680.0,0.72,13.9152
candidate,1,2,2.39901,1.27,0.0192,5292.0,0.603,13.9152
candidate,1,2,5.60906,1.69,0.0255,4426.0,0.601,13.9152
candidate,1,2,5.60871,1.9,0.0289,5292.0,0.603,13.9152
candidate,1,2,5.60967748,2.6,0.0305049999999999,4323.44,0.779092,13.9152
candidate,1,2,5.6084,2.2,0.0305049999999999,4523.0,0.69,13.9152
candidate,1,2,5.60912,2.09,0.02661,4680.0,0.72,13.9152
candidate,1,2,5.608352,1.93,0.028494,4402.71,0.619575,13.9152
candidate,1,2,5.6089465,2.17,0.02772,4326.0,0.67,13.9152
candidate,1,2,4.163873,1.54,0.0135,5789.0,1.04,13.3115
candidate,1,2,19.9901,2.81,0.0256,5292.0,1.006,13.3115
candidate,1,2,19.991,2.6,0.023276,5799.0,0.977396,13.3115
candidate,1,2,19.991944,2.74,0.0239,5789.0,1.04,13.3115
candidate,1,1,7.806164,2.54,0.0221,5769.0,1.05,13.9854
candidate,1,1,7.80651068,2.6,0.0305049999999999,5739.0,1.03974,13.9854
candidate,1,1,7.80692,3.03,0.0252,5292.0,1.103,13.9854
candidate,1,1,7.806,2.6,0.021838,5739.0,1.03974,13.9854
candidate,1,3,3.665912,1.37,0.0132,5791.0,0.95,11.1147
candidate,1,3,8.236486,2.0,0.0305049999999999,5930.0,0.923,11.1147
candidate,1,3,8.234885,1.92,0.0185,5791.0,0.95,11.1147
candidate,1,3,14.871387,2.23,0.0214,5791.0,0.95,11.1147
candidate,1,3,14.869943,4.4,0.0305049999999999,5930.0,0.923,11.1147
candidate,1,1,3.794,2.6,0.031731,3510.0,0.421881,14.3753
candidate,1,1,3.793306,1.56,0.0353,3669.0,0.41,14.3753
candidate,1,1,5.7385647,2.25,0.0223,5790.0,0.92,13.5297
candidate,1,1,21.0267366,2.29,0.0244,5568.0,0.86,13.148
candidate,1,1,16.3488637,3.72,0.034,5794.0,1.0,13.4792
candidate,1,1,11.2510285,2.68,0.0269,5650.0,0.91,13.5733
candidate,1,2,1.422647,1.45,0.0176,4953.0,0.75,11.527
candidate,1,2,1.422586,1.291,0.0305049999999999,4836.0,0.717,11.527
candidate,1,2,1.422602,1.407,0.0177,5292.0,0.729,11.527
candidate,1,2,1.422619,1.46748911,0.018035,4944.0,0.745987,11.527
candidate,1,2,1.4226108,1.55,0.01782,4886.0,0.74,11.527
candidate,1,2,1.42266,1.32,0.01625,4924.0,0.74,11.527
candidate,1,2,1.422614,1.43,0.0305049999999999,4916.0,0.718,11.527
candidate,1,2,1.422614,1.43,0.01828,4916.0,0.718,11.527
candidate,1,2,5.340883,3.58036658,0.044001,4944.0,0.745987,11.527
candidate,1,2,5.3410507,3.12,0.0393,4953.0,0.726,11.527
candidate,1,2,5.340888,3.2,0.0305049999999999,4916.0,0.718,11.527
candidate,1,2,5.340786,2.41,0.0305049999999999,4836.0,0.717,11.527
candidate,1,2,5.34072,2.65,0.0323,4953.0,0.75,11.527
candidate,1,2,5.34059,2.8,0.03468,4924.0,0.74,11.527
candidate,1,2,5.34107237,2.6,0.0305049999999999,4772.39,0.75412,11.527
candidate,1,2,5.340888,3.2,0.04119,4916.0,0.718,11.527
candidate,1,2,5.3408934,2.82,0.03457,4886.0,0.74,11.527
candidate,1,2,9.79692,2.6,0.0305049999999999,5679.0,0.98,11.6477
candidate,1,1,23.4302,2.6,0.0305049999999999,5568.0,1.05771,11.5285
candidate,1,1,23.448172,2.906,0.0253,5561.0,1.051,11.5285
candidate,1,1,23.44701,3.24,0.02666,5292.0,1.115,11.5285
candidate,1,1,23.446501,2.71,0.02578,5484.0,0.87,11.5285
candidate,1,1,23.446873,2.89705396,0.026913,5869.0,0.986872,11.5285
candidate,1,1,15.93709,1.87,0.0235,5292.0,0.731,12.1351
candidate,1,1,15.937378,1.84,0.02135,4574.0,0.7,12.1351
candidate,1,1,15.937039,2.359,0.0228,5601.0,0.94,12.1351
candidate,1,1,20.645099,2.413,0.0353,4348.0,0.625,13.3983
candidate,1,1,20.643928,2.54,0.03129,4396.0,0.68,13.3983
candidate,1,1,20.646,2.38,0.0376,5292.0,0.58,13.3983
candidate,1,3,5.02629,1.322,0.021,5292.0,0.577,13.2207
candidate,1,3,5.025831,1.72,0.01961,4679.0,0.72,13.2207
candidate,1,3,5.025598,1.332,0.0184,4663.0,0.663,13.2207
candidate,1,3,9.660186,1.361,0.0188,4663.0,0.663,13.2207
candidate,1,3,9.65869,1.38,0.022,5292.0,0.577,13.2207
candidate,1,3,20.201085,1.948,0.0269,4663.0,0.663,13.2207
candidate,1,3,20.2009,1.89,0.03,5292.0,0.577,13.2207
candidate,1,1,5.761612,1.313,0.0137,5682.0,0.881,11.3732
candidate,1,1,5.761359,1.37311054,0.013961,5744.0,0.901705,11.3732
candidate,1,1,5.7619248,1.37,0.01357,5350.0,0.83,11.3732
candidate,1,1,5.76218,1.217,0.01285,5292.0,0.868,11.3732
candidate,1,3,4.44117,1.61,0.01728,5413.0,0.85,12.2573
candidate,1,3,4.44118,1.66,0.0174,5512.0,0.87,12.2573
candidate,1,3,4.4436649,1.5,0.01694,4740.0,0.72,12.2573
candidate,1,3,4.443774,1.52572113,0.017091,5382.0,0.818403,12.2573
candidate,1,3,4.4434,1.39,0.0305049999999999,5352.0,0.809,12.2573
candidate,1,3,4.4436,1.57,0.0182,5292.0,0.792,12.2573
candidate,1,3,6.42966,2.41,0.0305049999999999,5352.0,0.809,12.2573
candidate,1,3,6.42904,2.75,0.02955,5413.0,0.85,12.2573
candidate,1,3,6.42973,2.65,0.0276,5512.0,0.87,12.2573
candidate,1,3,6.43032491,2.6,0.0305049999999999,4927.0,0.858018,12.2573
candidate,1,3,6.4295023,2.5,0.02925,4740.0,0.72,12.2573
candidate,1,3,6.429582,2.59811964,0.029105,5382.0,0.818403,12.2573
candidate,1,3,6.42959,2.64,0.0306,5292.0,0.792,12.2573
candidate,1,3,14.09229,2.31,0.0305049999999999,5352.0,0.809,12.2573
candidate,1,3,14.090907,2.33,0.02619,4740.0,0.72,12.2573
candidate,1,3,14.090996,2.41175864,0.027017,5382.0,0.818403,12.2573
candidate,1,3,14.0919,2.59,0.0271,5512.0,0.87,12.2573
candidate,1,3,14.09189,2.73,0.0295,5413.0,0.85,12.2573
candidate,1,3,14.09292,2.58,0.0298,5292.0,0.792,12.2573
candidate,1,1,2.1408063,2.59639,0.0305049999999999,5372.0,1.0,10.8824
candidate,1,1,2.14084,3.207,0.0302,5377.0,0.971,10.8824
candidate,1,1,2.14084,3.207,0.0302,5377.0,0.971,10.8824
candidate,1,1,3.11489307594,12.11200864,0.0305049999999999,4973.0,0.74956,14.3938
candidate,1,1,3.1149085,12.03,0.1536,5292.0,0.718,14.3938
candidate,1,1,3.11491262,2.6,0.0305049999999999,4952.0,0.74956,14.3938
candidate,1,1,3.114878,12.5,0.1493,5292.0,0.77,14.3938
candidate,1,1,3.115,2.6,0.153019,4952.0,0.74956,14.3938
candidate,1,1,3.114905,13.024,0.1619,4925.0,0.736,14.3938
candidate,1,1,9.84413,3.23,0.0315,5292.0,0.9395,13.4436
candidate,1,1,9.844017,3.0,0.0305,5292.0,0.91,13.4436
candidate,1,1,9.844077,2.945,0.0292,5479.0,0.922,13.4436
candidate,1,1,9.844,2.6,0.028435,5500.23,0.957455,13.4436
candidate,1,1,11.0213,2.25,0.01371,5292.0,1.507,10.4244
candidate,1,1,11.02066,2.061,0.0127,6138.0,1.486,10.4244
candidate,1,2,4.521953,1.593,0.0161,5789.0,0.907,12.6473
candidate,1,2,4.521953,1.593,0.0161,5789.0,0.907,12.6473
candidate,1,2,16.43445,2.213,0.0223,5789.0,0.907,12.6473
candidate,1,2,16.43445,2.213,0.0223,5789.0,0.907,12.6473
candidate,1,1,14.4584,2.84,0.01676,5292.0,1.551,12.9572
candidate,1,1,14.460563,1.75532562,0.015104,5838.0,1.065474,12.9572
candidate,1,1,14.443,2.6,0.015651,5826.08,1.54893,12.9572
candidate,1,1,14.453895,2.243,0.0133,5822.0,1.543,12.9572
candidate,1,1,5.776475,1.736,0.0138,5937.0,1.149,10.2998
candidate,1,1,5.776475,1.736,0.0138,5937.0,1.149,10.2998
candidate,1,1,12.832235,1.693,0.0224,4200.0,0.691,13.5859
candidate,1,1,12.83306,1.82,0.0256,5292.0,0.649,13.5859
candidate,1,1,12.83724862,2.6,0.0305049999999999,4314.0,0.697984,13.5859
candidate,1,1,2.060438,2.88,0.036,4823.0,0.732,15.5122
candidate,1,1,2.06,2.6,0.036658,4854.0,0.736421,15.5122
candidate,1,1,2.060368,3.16,0.0398,5292.0,0.727,15.5122
candidate,1,1,8.777247,2.181,0.0266,4603.0,0.751,12.8995
candidate,1,1,8.7783,2.27,0.0301,5292.0,0.69,12.8995
candidate,1,2,4.01593,1.54,0.0133,5731.0,1.06,11.184
candidate,1,2,4.01593,1.655,0.0305049999999999,5705.0,1.141,11.184
candidate,1,2,4.01593,1.90553,0.0305049999999999,5757.0,1.38,11.184
candidate,1,2,4.01628,1.64,0.01329,5758.0,1.12,11.184
candidate,1,2,4.01663,1.96,0.0145,5292.0,1.241,11.184
candidate,1,2,4.01668,1.55,0.0305049999999999,5679.0,0.924,11.184
candidate,1,2,4.01593,1.55,0.01281,5757.0,1.1,11.184
candidate,1,2,10.56103,2.29,0.02,5731.0,1.06,11.184
candidate,1,2,10.56104,2.18,0.0305049999999999,5679.0,0.924,11.184
candidate,1,2,10.56103,2.49,0.0305049999999999,5705.0,1.141,11.184
candidate,1,2,10.56103,2.42,0.02004,5757.0,1.1,11.184
candidate,1,2,10.56098,2.41,0.0195,5758.0,1.12,11.184
candidate,1,2,10.56131,2.83,0.0209,5292.0,1.241,11.184
candidate,1,1,9.40172,1.96,0.016,5292.0,1.13,11.4419
candidate,1,1,9.401312,2.729,0.0189,5911.0,1.32,11.4419
candidate,1,3,7.9389334,1.075,0.0146,4473.0,0.675,12.6373
candidate,1,3,7.939256,1.08322371,0.015381,4661.0,0.645652,12.6373
candidate,1,3,7.9388,0.94,0.0139,5292.0,0.616,12.6373
candidate,1,3,16.035054,2.05816745,0.029225,4661.0,0.645652,12.6373
candidate,1,3,16.0382,2.6,0.0283,4710.0,0.62,12.6373
candidate,1,3,16.038474,2.0,0.026,5292.0,0.7,12.6373
candidate,1,3,16.034656,2.0,0.0271,4473.0,0.675,12.6373
candidate,1,3,16.0343,2.05,0.0306,5292.0,0.616,12.6373
candidate,1,3,26.8054,1.48,0.0221,5292.0,0.616,12.6373
candidate,1,3,26.804998,1.53157981,0.021748,4661.0,0.645652,12.6373
candidate,1,3,26.803023,1.689,0.0229,4473.0,0.675,12.6373
candidate,1,1,21.7,2.38,0.0268,5292.0,0.811,12.7667
candidate,1,1,21.697619,2.77059123,0.028807,5570.0,0.88176,12.7667
candidate,1,1,21.700156,2.072,0.0234,5452.0,0.811,12.7667
candidate,1,1,1.866025,1.75,0.0183,5292.0,0.878,12.4429
candidate,1,1,1.865979,1.85861238,0.020651,5231.0,0.825125,12.4429
candidate,1,1,1.865962,1.564,0.0178,5129.0,0.804,12.4429
candidate,1,5,2.231527,1.076,0.0284,3623.0,0.348,15.0276
candidate,1,5,4.19525,1.05,0.0373,5292.0,0.257,15.0276
candidate,1,5,4.194766,1.191,0.0314,3623.0,0.348,15.0276
candidate,1,5,6.679582,1.392,0.0367,3623.0,0.348,15.0276
candidate,1,5,6.6791,1.1,0.0393,5292.0,0.257,15.0276
candidate,1,5,9.715043,1.345,0.0354,3623.0,0.348,15.0276
candidate,1,5,9.71601,1.14,0.0406,5292.0,0.257,15.0276
candidate,1,5,13.62757,1.78,0.0636,5292.0,0.257,15.0276
candidate,1,5,13.62749,2.222,0.0585,3623.0,0.348,15.0276
candidate,1,5,13.6274,2.6,0.0575,3860.0,0.257,15.0276
candidate,1,1,2.38098,1.72,0.0215,5292.0,0.734,14.3355
candidate,1,1,2.380867,1.539,0.0185,4844.0,0.761,14.3355
candidate,1,1,7.473223,2.32,0.0219,5749.0,0.97,12.9931
candidate,1,1,7.47372,2.6,0.02318,5592.0,1.01,12.9931
candidate,1,1,7.47331,2.74,0.02479,5292.0,1.012,12.9931
candidate,1,1,28.735998,4.0,0.1049,5292.0,0.35,15.4948
candidate,1,1,28.735327,7.322,0.1146,3572.0,0.585,15.4948
candidate,1,1,28.7342,8.22,0.1134,5292.0,0.664,15.4948
candidate,1,1,6.339069,3.66,0.0374,5367.0,0.897,12.6357
candidate,1,1,6.339069,3.66,0.0374,5367.0,0.897,12.6357
candidate,1,1,6.3392677,3.91968,0.0305049999999999,5289.0,0.93,12.6357
candidate,1,1,6.33932,3.9,0.0305049999999999,5310.0,0.91,12.6357
candidate,1,2,8.58289,2.33,0.0305049999999999,5773.0,1.094,11.5697
candidate,1,2,8.584043,2.184,0.0185,5782.0,1.084,11.5697
candidate,1,2,8.583566,2.118,0.0179,5782.0,1.084,11.5697
candidate,1,2,20.851337,2.04,0.0172,5782.0,1.084,11.5697
candidate,1,2,20.851337,2.04,0.0172,5782.0,1.084,11.5697
candidate,1,1,4.6028,2.6,0.0178,4911.0,3.12057,10.5959
candidate,1,1,4.60543,6.27704,0.0305049999999999,4881.0,2.97,10.5959
candidate,1,1,4.6049829,1.67,0.01872,4843.0,0.74,10.5959
candidate,1,1,4.60497,5.71,0.0179,4912.0,2.93,10.5959
candidate,1,1,4.60808540736,7.04461252,0.0305049999999999,4911.0,3.12057,10.5959
candidate,1,1,4.60547,6.4,0.0305049999999999,4915.0,3.08,10.5959
candidate,1,1,4.60497,7.09,0.0252,4993.0,2.59,10.5959
candidate,1,1,4.60543,8.2,0.01925,4881.0,3.88,10.5959
