koi_disposition,kepid,kepoi_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,ra,dec,koi_time0bk,koi_tce_plnt_num,is_confirmed,any_false_positive_flag,koi_period_log,koi_prad_log,koi_teq_log
CONFIRMED,8395660,K00116.01,CANDIDATE,1.0,0,0,0,0,13.57078281,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,5854.0,4.406,1.012,12.882,300.86398,44.337551,136.279194,1.0,1,0,2.607919158992096,0.9707789171582248,6.665683717782408
CONFIRMED,9579641,K00115.02,CANDIDATE,1.0,0,0,0,0,7.12594387,0.898,3.0014,192.4,1.79,997.0,233.31,47.1,5779.0,4.339,1.087,12.791,287.88733,46.276241,139.00492,2.0,1,0,1.9637421903633998,0.5822156198526637,6.904750769961838
FALSE POSITIVE,11656840,K00774.01,FALSE POSITIVE,0.014,0,1,0,0,7.442652004,0.137,2.3078,24446.0,15.03,967.0,206.78,835.6,6108.0,4.469,0.956,15.27,288.98682,49.733742,169.9717797,1.0,0,1,2.007227237481563,2.710048203764883,6.874198495453294
CONFIRMED,11754553,K00775.01,CANDIDATE,1.0,0,0,0,0,16.38489988,0.001,3.0249,1127.1,2.0,433.0,8.35,28.9,4126.0,4.661,0.615,15.095,286.73804,49.97575,172.72782,2.0,1,0,2.7963601716652184,0.6931471805599453,6.07073772800249
CONFIRMED,11754553,K00775.02,CANDIDATE,1.0,0,0,0,0,7.8774163,0.041,2.0805,1306.1,2.16,553.0,22.18,38.7,4126.0,4.661,0.615,15.095,286.73804,49.97575,176.3759,1.0,1,0,2.0639999693944953,0.7701082216960737,6.315358001522335
CONFIRMED,11754553,K00775.03,CANDIDATE,1.0,0,0,0,0,36.4454001,0.028,4.007,1122.3,1.99,332.0,2.88,21.7,4126.0,4.661,0.615,15.095,286.73804,49.97575,151.60125,3.0,1,0,3.5958152529602248,0.688134638736401,5.805134968916488
CONFIRMED,11812062,K00776.01,CANDIDATE,1.0,0,0,0,0,3.728732147,0.558,2.683,5226.5,6.02,1023.0,258.34,345.2,5497.0,4.577,0.809,15.523,290.78574,50.054119,171.793255,1.0,1,0,1.3160682689037466,1.7950872593207297,6.930494765951626
CANDIDATE,11818800,K00777.01,CANDIDATE,0.999,0,0,0,0,40.4195037,0.911,3.362,6256.0,7.51,467.0,11.29,36.9,5446.0,4.507,0.781,15.487,294.31686,50.080231,173.56469,1.0,0,0,3.69931243332513,2.0162354657760435,6.1463292576688975
CONFIRMED,11853255,K00778.01,CANDIDATE,1.0,0,0,0,0,2.243380573,0.915,1.1196,821.7,1.99,822.0,107.6,38.9,4149.0,4.698,0.564,15.135,285.17621,50.149818,170.679233,1.0,1,0,0.807983912567706,0.688134638736401,6.71174039505618
FALSE POSITIVE,11909839,K00779.01,FALSE POSITIVE,0.0,0,1,0,0,10.405998015,0.324,6.5036,14489.0,11.23,833.0,113.94,745.2,5746.0,4.393,0.924,15.562,289.23553,50.241001,177.197466,1.0,0,1,2.34238237211276,2.418588768750352,6.725033642166843
CONFIRMED,11918099,K00780.01,CANDIDATE,1.0,0,0,0,0,2.337437946,0.28,1.9982,971.2,2.34,1070.0,311.16,82.4,5005.0,4.595,0.765,15.334,293.83331,50.23035,171.761982,1.0,1,0,0.8490554346625474,0.85015092936961,6.975413927455952
CANDIDATE,11918099,K00780.02,CANDIDATE,0.993,0,0,0,0,7.2406612,1.198,0.558,556.4,19.45,734.0,68.63,13.7,5005.0,4.595,0.765,15.334,293.83331,50.23035,137.75545,2.0,0,0,1.9797125281945136,2.9678470700644555,6.598509028614515
CANDIDATE,9579641,K00115.03,CANDIDATE,0.871,0,0,0,0,3.43591631,0.624,3.133,23.2,0.55,1272.0,617.61,8.7,5779.0,4.339,1.087,12.791,287.88733,46.276241,132.6624,3.0,0,0,1.2342836470151326,-0.5978370007556204,7.148345743900068
CONFIRMED,11923270,K00781.01,CANDIDATE,1.0,0,0,0,0,11.59822233,0.679,2.5237,2804.5,2.65,396.0,5.82,71.0,3688.0,4.79,0.473,15.937,296.22195,50.28722,180.395376,1.0,1,0,2.450851838954941,0.9745596399981308,5.981414211254481
CONFIRMED,11960862,K00782.01,CANDIDATE,1.0,0,0,0,0,6.575315881,0.39,4.3084,2793.3,5.31,1015.0,251.38,221.1,5992.0,4.415,0.989,15.312,290.09805,50.321609,173.634044,1.0,1,0,1.8833226196474555,1.6695918352538475,6.922643891475888
CONFIRMED,12020329,K00783.01,CANDIDATE,1.0,0,0,0,0,7.275040844,0.547,7.5377,3001.0,4.86,833.0,113.64,312.1,5485.0,4.556,0.867,15.08,295.45529,50.49456,169.994217,1.0,1,0,1.9844494273373288,1.5810384379124025,6.725033642166843
CONFIRMED,12066335,K00784.01,CANDIDATE,1.0,0,0,0,0,19.27153892,0.031,2.7594,1219.8,1.93,393.0,5.66,37.1,4077.0,4.702,0.56,15.385,293.97336,50.53191,186.77093,1.0,1,0,2.958629340161277,0.6575200029167941,5.973809611869261
CONFIRMED,12066335,K00784.02,CANDIDATE,1.0,0,0,0,0,10.06524317,0.628,1.369,1053.3,1.91,488.0,13.43,30.3,4077.0,4.702,0.56,15.385,293.97336,50.53191,136.28906,2.0,1,0,2.309088218760166,0.6471032420585384,6.1903154058531475
CONFIRMED,12070811,K00785.01,CANDIDATE,1.0,0,0,0,0,12.3935651,0.883,3.8896,916.6,2.66,677.0,49.68,35.8,5557.0,4.603,0.75,15.505,296.02133,50.56778,178.74725,1.0,1,0,2.5171773943647984,0.9783261227936078,6.517671272912275
CONFIRMED,8395660,K00116.02,CANDIDATE,0.998,0,0,0,0,43.84439721,0.852,6.802,615.2,2.87,531.0,18.77,83.7,5854.0,4.406,1.012,12.882,300.86398,44.337551,151.93538,2.0,1,0,3.7806469389329114,1.0543120297715298,6.274762021241939
FALSE POSITIVE,3120431,K00798.01,FALSE POSITIVE,0.0,0,1,1,0,3.341913228,1.213,3.813,725.3,21.55,1032.0,268.67,39.0,5295.0,4.551,0.811,15.629,292.31595,38.27029,171.63943,1.0,0,1,1.2065434657427718,3.070375816549757,6.939253946041508
FALSE POSITIVE,3246984,K00799.01,FALSE POSITIVE,0.773,0,0,1,0,1.626630225,1.26,2.1145,1620.6,32.43,1547.0,1355.88,103.6,5735.0,4.41,0.973,15.279,294.36819,38.31028,169.820171,1.0,0,1,0.48651052828206826,3.4790839203192268,7.344072850573066
CONFIRMED,3342970,K00800.01,CANDIDATE,1.0,0,0,0,0,2.711504086,0.023,3.0099,837.5,3.12,1420.0,960.79,64.5,6214.0,4.442,1.076,15.541,291.65353,38.494659,170.03417,1.0,1,0,0.9975034942128347,1.1378330018213911,7.258412150595307
CONFIRMED,3342970,K00800.02,CANDIDATE,1.0,0,0,0,0,7.21203748,0.012,4.0491,950.4,3.32,1025.0,260.58,51.5,6214.0,4.442,1.076,15.541,291.65353,38.494659,172.81782,2.0,1,0,1.9757515022216325,1.199964782928397,6.932447891572509
FALSE POSITIVE,12459725,K00789.01,FALSE POSITIVE,0.0,0,0,0,1,14.1798187,0.1601,2.505,459.9,1.88,711.0,60.35,11.2,5799.0,4.539,0.878,15.727,291.0448,51.321671,171.50237,1.0,0,1,2.6518197354087047,0.6312717768418578,6.566672429803241
CONFIRMED,12470844,K00790.01,CANDIDATE,1.0,0,0,0,0,8.47237911,0.022,2.7245,1123.5,2.59,751.0,75.44,47.6,5354.0,4.587,0.788,15.339,296.36652,51.319519,174.16212,1.0,1,0,2.1368113558814867,0.9516578757114463,6.621405651764134
CONFIRMED,12470844,K00790.02,CANDIDATE,0.989,0,0,0,0,60.4189369,0.094,5.039,931.3,2.36,390.0,5.49,20.1,5354.0,4.587,0.788,15.339,296.36652,51.319519,181.16367,2.0,1,0,4.101302580636566,0.8586616190375187,5.966146739123692
CONFIRMED,12644822,K00791.01,CANDIDATE,1.0,0,0,0,0,12.611904345,0.55,5.1497,6105.6,7.4,753.0,76.15,277.2,5795.0,4.508,0.919,15.14,289.11221,51.737381,180.892284,1.0,1,0,2.534641157210665,2.0014800002101243,6.6240652277998935
FALSE POSITIVE,2440757,K00792.01,FALSE POSITIVE,0.0,0,1,0,0,1.433769925,1.268,1.8868,1976.3,46.58,1920.0,3209.29,112.6,6017.0,4.22,1.339,15.122,290.84369,37.728828,170.403536,1.0,0,1,0.36030728648780863,3.841171264456195,7.560080465021827
FALSE POSITIVE,2445129,K00793.01,FALSE POSITIVE,0.0,0,1,1,0,10.31872301,1.215,3.836,871.7,28.59,876.0,139.26,38.2,5927.0,4.409,1.06,15.065,291.84891,37.713501,173.31543,1.0,0,1,2.3339600130559877,3.3530570063342204,6.775366090936392
CONFIRMED,2713049,K00794.01,CANDIDATE,1.0,0,0,0,0,2.539183147,0.238,2.4282,382.1,2.06,1332.0,743.09,38.9,5519.0,4.35,1.062,15.026,291.43997,37.905659,169.67494,1.0,1,0,0.9318424336381771,0.7227059828014898,7.194436851100335
CONFIRMED,3114167,K00795.01,CANDIDATE,1.0,0,0,0,0,6.770300385,0.838,2.0844,1304.0,2.77,812.0,102.87,50.8,5653.0,4.656,0.679,15.591,290.87051,38.273628,170.57662,1.0,1,0,1.9125454559546347,1.0188473201992472,6.699500340161678
FALSE POSITIVE,3114661,K00796.01,FALSE POSITIVE,0.0,0,1,1,1,0.444291966,1.258,2.0792,10967.0,27.51,1836.0,2706.26,299.7,5255.0,4.678,0.636,15.748,290.99689,38.28492,169.865406,1.0,0,1,-0.8112733515805349,3.3145495749364833,7.515344571180436
CANDIDATE,3115833,K00797.01,CANDIDATE,1.0,0,0,0,0,10.181584004,0.92,3.5089,5741.1,7.73,812.0,102.91,183.6,5988.0,4.541,0.836,15.657,291.28195,38.241669,177.141891,1.0,0,0,2.320580598625086,2.0451088625993306,6.699500340161678
CONFIRMED,4139816,K00812.02,CANDIDATE,1.0,0,0,0,0,20.06036336,0.556,3.3203,1494.7,1.96,361.0,4.0,35.2,3950.0,4.754,0.493,15.954,286.07913,39.27832,147.46554,2.0,1,0,2.9987458960287623,0.6729444732424258,5.8888779583328805
CONFIRMED,4139816,K00812.03,CANDIDATE,1.0,0,0,0,0,46.1842039,0.013,4.758,1394.7,1.83,273.0,1.32,26.0,3950.0,4.754,0.493,15.954,286.07913,39.27832,165.23729,3.0,1,0,3.832637832697787,0.6043159668533296,5.60947179518496
CONFIRMED,8395660,K00116.04,CANDIDATE,0.952,0,0,0,0,23.9800854,0.95,5.351,104.0,1.31,649.0,41.94,17.1,5854.0,4.406,1.012,12.882,300.86398,44.337551,147.537,4.0,1,0,3.177223710894111,0.2700271372130602,6.47543271670409
CONFIRMED,4139816,K00812.04,CANDIDATE,0.994,0,0,0,0,7.82502168,0.708,2.186,520.8,1.2,494.0,14.05,15.9,3950.0,4.754,0.493,15.954,286.07913,39.27832,136.54995,4.0,1,0,2.0573265070294076,0.1823215567939546,6.202535517187923
CONFIRMED,4275191,K00813.01,CANDIDATE,1.0,0,0,0,0,3.895936525,0.524,2.3111,8544.8,7.34,1005.0,241.62,370.8,5557.0,4.592,0.774,15.725,294.65524,39.308361,170.527552,1.0,1,0,1.3599340932964377,1.9933388426264242,6.912742820493176
CONFIRMED,4476123,K00814.01,CANDIDATE,0.999,0,0,0,0,22.36646466,0.4,5.228,986.8,2.32,536.0,19.45,32.1,5395.0,4.615,0.734,15.583,294.71063,39.52174,175.45862,1.0,1,0,3.1075627236741066,0.8415671856782185,6.284134161070802
CONFIRMED,3351888,K00801.01,CANDIDATE,1.0,0,0,0,0,1.625522174,0.076,2.38963,7969.0,9.73,1579.0,1467.41,799.7,5539.0,4.322,1.106,15.001,293.87192,38.422939,170.8266564,1.0,1,0,0.4858291020099066,2.2752138961979136,7.364547014255642
CANDIDATE,3453214,K00802.01,CANDIDATE,1.0,0,0,0,0,19.620346923,0.458,2.0038,21725.0,13.6,643.0,40.39,340.5,5710.0,4.492,0.905,15.562,293.81619,38.563568,181.881819,1.0,0,0,2.9765671360909822,2.6100697927420065,6.466144724237619
FALSE POSITIVE,3554600,K00803.01,FALSE POSITIVE,0.0,1,0,1,0,7.544039,1.175,6.222,322.6,17.47,838.0,116.46,14.2,5657.0,4.567,0.824,15.559,293.94116,38.601101,171.7982,2.0,0,1,2.0207577149890557,2.8604851241459652,6.731018100482083
CONFIRMED,3641726,K00804.01,CANDIDATE,1.0,0,0,0,0,9.02930689,0.024,3.1449,1019.8,2.57,757.0,77.75,53.9,5349.0,4.526,0.82,15.387,290.33362,38.72823,177.20422,1.0,1,0,2.20047560811531,0.9439058989071284,6.6293632534374485
FALSE POSITIVE,3734868,K00805.01,FALSE POSITIVE,0.053,0,1,0,0,10.328035714,0.281,7.7915,16918.0,13.28,843.0,119.31,636.8,5627.0,4.359,1.024,15.646,287.69675,38.886452,174.581054,1.0,0,1,2.334862111516674,2.5862591440482876,6.736966958001855
CONFIRMED,3832474,K00806.01,CANDIDATE,1.0,0,0,0,0,143.2063047,0.379,8.9302,10566.0,8.9,308.0,2.14,138.8,5485.0,4.556,0.867,15.403,285.28363,38.947281,154.23552,2.0,1,0,4.964286280792012,2.186051276738094,5.730099782973574
CONFIRMED,8395660,K00116.03,CANDIDATE,0.95,0,0,0,0,6.164876,0.646,3.262,55.8,0.79,1021.0,256.35,14.4,5854.0,4.406,1.012,12.882,300.86398,44.337551,135.63916,3.0,1,0,1.8188680228698264,-0.23572233352106983,6.928537818164665
CONFIRMED,3832474,K00806.02,CANDIDATE,0.745,0,0,0,0,60.32494216,0.224,6.6188,20280.0,12.19,411.0,6.77,347.2,5485.0,4.556,0.867,15.403,285.28363,38.947281,243.892578,1.0,1,0,4.099745652704171,2.5006159434931803,6.018593214496234
CONFIRMED,3832474,K00806.03,CANDIDATE,0.0,0,0,0,0,29.1598615,0.3619,4.803,488.0,1.91,524.0,17.85,11.6,5485.0,4.556,0.867,15.403,285.28363,38.947281,150.69922,1.0,1,0,3.3727931574721133,0.6471032420585384,6.261491684321042
FALSE POSITIVE,3836375,K00807.01,FALSE POSITIVE,0.0,0,0,1,1,1.540397253,1.225,2.1541,816.1,25.69,1470.0,1105.68,38.8,5663.0,4.53,0.915,15.974,286.92639,38.921631,170.50479,1.0,0,1,0.4320403396539886,3.2461018111217923,7.293017679772782
FALSE POSITIVE,3838486,K00808.01,FALSE POSITIVE,0.0,0,0,1,1,2.99025443,0.014,5.414,589.2,1.7,918.0,168.45,48.5,4667.0,4.578,0.731,15.842,287.74881,38.92955,171.9834,1.0,0,1,1.095358477427821,0.5306282510621704,6.822197390620491
CONFIRMED,3935914,K00809.01,CANDIDATE,1.0,0,0,0,0,1.594745374,0.514,1.9604,15044.0,11.3,1539.0,1329.42,1009.3,5934.0,4.491,0.893,15.53,285.21381,39.027481,170.6483505,1.0,1,0,0.46671408336757486,2.424802725718295,7.338888133838879
CONFIRMED,3940418,K00810.01,CANDIDATE,1.0,0,0,0,0,4.783002698,0.003,2.335,1008.7,2.5,886.0,145.48,70.6,5170.0,4.574,0.807,15.119,287.09399,39.060719,170.508434,1.0,1,0,1.5650685287791213,0.9162907318741551,6.786716950605081
CONFIRMED,4049131,K00811.01,CANDIDATE,1.0,0,0,0,0,20.50588921,0.26,4.0595,2105.5,3.41,518.0,17.06,78.5,4905.0,4.544,0.761,15.398,289.31543,39.153278,181.43428,1.0,1,0,3.0207121234243703,1.2267122912954254,6.249975242259483
CONFIRMED,4139816,K00812.01,CANDIDATE,1.0,0,0,0,0,3.340218842,0.466,1.9104,1632.6,2.03,656.0,43.73,71.6,3950.0,4.754,0.493,15.954,286.07913,39.27832,171.979062,1.0,1,0,1.206036326399052,0.7080357930536959,6.486160788944089
FALSE POSITIVE,5287983,K00828.01,FALSE POSITIVE,0.0,0,1,1,0,2.507089906,1.255,2.0067,1339.2,30.26,1326.0,730.47,64.9,5926.0,4.506,0.939,15.555,295.37805,40.493401,171.002455,1.0,0,1,0.9191226805195687,3.40982670836021,7.189922170745808
CONFIRMED,5358241,K00829.01,CANDIDATE,1.0,0,0,0,0,18.64932728,0.08,4.4056,893.6,3.12,701.0,57.13,46.1,5775.0,4.405,1.053,15.386,290.46176,40.562462,174.771,1.0,1,0,2.925810074661779,1.1378330018213911,6.55250788703459
CONFIRMED,10875245,K00117.02,CANDIDATE,1.0,0,0,0,0,4.90144976,0.529,4.1654,140.7,1.7,1262.0,598.74,50.6,5847.0,4.191,1.402,12.487,297.02826,48.208611,138.60548,3.0,1,0,1.5895310307436201,0.5306282510621704,7.140453043101158
CONFIRMED,5358241,K00829.02,CANDIDATE,0.998,0,0,0,0,9.75192101,0.949,4.793,418.0,2.76,870.0,135.66,28.5,5775.0,4.405,1.053,15.386,290.46176,40.562462,138.78608,3.0,1,0,2.277464292269218,1.0152306797290584,6.76849321164863
CONFIRMED,5358241,K00829.03,CANDIDATE,1.0,0,0,0,0,38.5576546,0.911,5.794,993.0,4.02,550.0,21.71,39.7,5775.0,4.405,1.053,15.386,290.46176,40.562462,163.85063,2.0,1,0,3.6521546432036516,1.3912819026309295,6.309918278226516
CONFIRMED,5358624,K00830.01,CANDIDATE,0.99,0,0,0,0,3.525632539,0.12,2.59959,22335.0,11.58,975.0,213.12,1996.7,5150.0,4.572,0.793,15.224,290.58173,40.5774,170.0479951,1.0,1,0,1.2600598638540825,2.449279472144849,6.882437470997847
CANDIDATE,4544670,K00815.01,CANDIDATE,1.0,0,0,0,0,34.84398644,0.934,2.9315,4523.6,7.61,511.0,16.1,76.8,5509.0,4.482,0.871,15.684,285.92001,39.624828,172.633252,1.0,0,0,3.5508805667934427,2.0294631718735947,6.236369590203704
CONFIRMED,4664847,K00816.01,CANDIDATE,1.0,0,0,0,0,7.748094239,0.517,3.5957,2472.1,5.52,964.0,204.39,113.2,5973.0,4.439,1.085,15.67,294.4899,39.771439,174.997206,1.0,1,0,2.0474469084805897,1.7083778602890038,6.871091294610546
CONFIRMED,4725681,K00817.01,CANDIDATE,1.0,0,0,0,0,23.96793669,0.416,3.827,1182.3,1.8,329.0,2.77,27.5,3747.0,4.728,0.524,15.414,283.86639,39.898079,186.22182,1.0,1,0,3.1767169658927354,0.5877866649021191,5.796057750765372
CONFIRMED,4725681,K00817.02,CANDIDATE,0.995,0,0,0,0,8.29561738,0.888,1.3421,824.3,1.82,469.0,11.39,17.9,3747.0,4.728,0.524,15.414,283.86639,39.898079,135.79284,2.0,1,0,2.11572734884144,0.598836501088704,6.150602768446279
CONFIRMED,4913852,K00818.01,CANDIDATE,1.0,0,0,0,0,8.11437482,0.573,2.2736,1558.0,2.1,460.0,10.55,56.4,3692.0,4.753,0.517,15.877,288.81201,40.033401,176.33968,1.0,1,0,2.093637157949526,0.7419373447293773,6.131226489483141
FALSE POSITIVE,4932348,K00819.01,FALSE POSITIVE,0.0,0,1,0,0,38.036729482,0.501,4.34617,82872.0,27.5,500.0,14.81,1300.0,5575.0,4.521,0.932,15.472,294.14789,40.055538,196.934947,1.0,0,1,3.638552258218706,3.3141860046725258,6.214608098422191
CANDIDATE,4936180,K00820.01,CANDIDATE,0.0,0,0,0,0,4.64090031,1.28,35.512,2450.6,30.09,1155.0,421.08,296.9,6463.0,4.5,0.826,15.27,295.11371,40.071171,173.64638,1.0,0,0,1.5349083797439127,3.4041928906419536,7.051855622955894
FALSE POSITIVE,11913073,K00011.01,FALSE POSITIVE,0.0,0,1,1,1,3.747838198,1.121,5.0642,616.0,13.65,1031.0,266.76,138.2,5514.0,4.569,0.826,13.496,291.06152,50.265129,171.66504,1.0,0,1,1.3211791932201953,2.613739521630969,6.93828448401696
CONFIRMED,10875245,K00117.01,CANDIDATE,0.992,0,0,0,0,14.74914825,0.173,6.0995,430.2,2.89,874.0,137.91,107.4,5847.0,4.191,1.402,12.487,297.02826,48.208611,138.77799,1.0,1,0,2.691185335355766,1.0612565021243408,6.773080375655535
CONFIRMED,5021899,K00821.01,CANDIDATE,1.0,0,0,0,0,21.81295996,0.053,4.3791,1175.4,3.38,639.0,39.33,37.8,5601.0,4.41,0.999,15.54,294.77686,40.15374,174.01085,1.0,1,0,3.0825042867317225,1.2178757094949273,6.459904454377535
FALSE POSITIVE,5077629,K00822.01,FALSE POSITIVE,0.0,0,1,0,0,7.91936937,0.733,3.3148,15148.0,10.34,814.0,104.0,389.0,5690.0,4.588,0.776,15.805,283.53845,40.217999,172.181092,1.0,0,1,2.0693115776560957,2.336019869080283,6.70196036600254
CANDIDATE,5115978,K00823.01,CANDIDATE,0.0,0,0,0,0,1.028436523,1.5734,1.8606,8098.0,72.77,1947.0,3400.48,89.6,6228.0,4.428,0.99,15.202,296.00699,40.295429,170.228582,1.0,0,0,0.028039710170263837,4.287303782358995,7.5740450053721995
CONFIRMED,5164255,K00824.01,CANDIDATE,1.0,0,0,0,0,15.37562369,0.692,3.3169,15337.0,11.01,600.0,30.54,166.0,4986.0,4.496,0.833,16.422,283.25354,40.358189,173.61402,1.0,1,0,2.732783378073088,2.3988039507345884,6.396929655216146
CONFIRMED,5252423,K00825.01,CANDIDATE,1.0,0,0,0,0,8.10363271,0.047,3.161,887.9,2.11,687.0,52.82,39.3,4861.0,4.574,0.732,15.289,283.22141,40.421829,176.9486,1.0,1,0,2.0923124438561276,0.7466879474879751,6.532334292222349
CONFIRMED,5252423,K00825.02,CANDIDATE,1.0,0,0,0,0,4.71510843,0.258,2.506,417.5,1.46,823.0,108.84,21.3,4861.0,4.574,0.732,15.289,283.22141,40.421829,134.96178,2.0,1,0,1.550771912639662,0.37843643572024505,6.71295620067707
CONFIRMED,5272878,K00826.01,CANDIDATE,1.0,0,0,0,0,6.365839713,0.524,2.9721,780.7,2.44,914.0,165.33,70.8,5776.0,4.554,0.849,15.09,291.14951,40.420521,171.13575,1.0,1,0,1.850946149937825,0.8919980393051105,6.81783057145415
FALSE POSITIVE,5283542,K00827.01,FALSE POSITIVE,0.037,0,0,1,0,5.97581754,0.941,3.065,962.4,3.86,1047.0,284.25,50.3,6108.0,4.471,0.997,15.546,294.22397,40.417858,174.77602,1.0,0,1,1.7877209152358873,1.3506671834767394,6.953684210870537
FALSE POSITIVE,5649215,K00839.01,FALSE POSITIVE,0.0,0,0,1,1,2.446737317,1.241,4.7211,1177.9,26.25,1261.0,597.19,110.2,5764.0,4.548,0.863,15.021,298.96112,40.862808,170.66951,1.0,0,1,0.8947554296994445,3.2676659890376327,7.13966033596492
CONFIRMED,5651104,K00840.01,CANDIDATE,1.0,0,0,0,0,3.04033046,0.736,1.8411,10859.0,8.99,1021.0,257.29,568.2,5035.0,4.519,0.791,15.028,299.3161,40.82238,169.9490106,1.0,1,0,1.1119662134576527,2.196112848483529,6.928537818164665
CONFIRMED,5792202,K00841.01,CANDIDATE,1.0,0,0,0,0,15.33528675,0.773,3.897,3081.4,5.0,610.0,32.67,86.6,5251.0,4.581,0.817,15.855,292.23676,41.08588,174.00278,2.0,1,0,2.7301564964458405,1.6094379124341003,6.413458957167357
CONFIRMED,10875245,K00117.04,CANDIDATE,0.998,0,0,0,0,7.95825328,0.706,4.377,50.0,1.06,1074.0,314.15,14.7,5847.0,4.191,1.402,12.487,297.02826,48.208611,137.80219,4.0,1,0,2.0742095385905,0.058268908123975824,6.97914527506881
CONFIRMED,5792202,K00841.02,CANDIDATE,1.0,0,0,0,0,31.33046135,0.798,5.176,5073.8,6.5,481.0,12.61,117.2,5251.0,4.581,0.817,15.855,292.23676,41.08588,153.43031,1.0,1,0,3.4445908303583943,1.8718021769015913,6.175867270105761
FALSE POSITIVE,5370302,K00831.01,FALSE POSITIVE,0.006,0,1,0,0,3.9043425,0.709,3.831,16228.0,12.28,1104.0,351.05,323.4,5810.0,4.526,0.898,15.016,294.05676,40.549679,173.393734,1.0,0,1,1.3620893952355348,2.5079719227189963,7.00669522683704
FALSE POSITIVE,5372966,K00832.01,FALSE POSITIVE,0.0,0,1,0,0,9.286358079,0.377,3.49949,44791.0,17.61,796.0,95.03,1671.1,5670.0,4.523,0.821,15.365,294.74396,40.53392,171.8214689,1.0,0,1,2.228546450021616,2.8684669225081145,6.679599185844383
FALSE POSITIVE,5376067,K00833.01,FALSE POSITIVE,0.0,0,1,0,0,3.951405455,1.276,2.1862,2453.9,31.44,1133.0,388.71,117.2,6046.0,4.539,0.869,15.446,295.50439,40.505489,173.276125,1.0,0,1,1.3740713270195735,3.448080967561006,7.0326242610280065
CONFIRMED,5436502,K00834.01,CANDIDATE,0.999,0,0,0,0,23.65369415,0.008,8.2183,3341.8,7.89,731.0,67.65,266.3,5739.0,4.191,1.384,15.084,287.89713,40.637821,171.376107,1.0,1,0,3.163519303585526,2.065596134857783,6.594413459749778
CONFIRMED,5436502,K00834.02,CANDIDATE,0.996,0,0,0,0,13.23352214,0.014,6.7372,504.6,3.06,888.0,146.67,49.1,5739.0,4.191,1.384,15.084,287.89713,40.637821,140.32196,2.0,1,0,2.582753166429552,1.1184149159642893,6.78897174299217
CONFIRMED,5436502,K00834.03,CANDIDATE,0.997,0,0,0,0,6.15560285,0.235,4.9843,285.0,2.32,1146.0,406.94,35.1,5739.0,4.191,1.384,15.084,287.89713,40.637821,134.81656,3.0,1,0,1.8173626996004995,0.8415671856782185,7.044032897274685
CONFIRMED,5436502,K00834.04,CANDIDATE,1.0,0,0,0,0,2.090811305,0.746,3.388,115.9,1.62,1642.0,1718.04,19.9,5739.0,4.191,1.384,15.084,287.89713,40.637821,134.17462,5.0,1,0,0.7375521748632476,0.4824261492442928,7.403670290012373
CONFIRMED,10875245,K00117.03,CANDIDATE,0.995,0,0,0,0,3.180027898,0.196,3.5797,120.3,1.53,1458.0,1066.86,50.4,5847.0,4.191,1.402,12.487,297.02826,48.208611,133.49863,2.0,1,0,1.1568899697095782,0.4252677354043441,7.284820912568604
CONFIRMED,5436502,K00834.05,CANDIDATE,0.989,0,0,0,0,50.4467417,0.379,7.159,370.3,2.67,568.0,24.64,19.4,5739.0,4.191,1.384,15.084,287.89713,40.637821,178.5014,4.0,1,0,3.92091815997657,0.9820784724121582,6.342121418721152
CONFIRMED,5456651,K00835.01,CANDIDATE,1.0,0,0,0,0,11.76307164,0.048,2.9076,1037.3,2.35,616.0,33.99,48.9,4959.0,4.603,0.756,15.208,294.20215,40.66341,180.93613,1.0,1,0,2.4649651022428496,0.8544153281560676,6.423246963533519
CONFIRMED,5456651,K00835.02,CANDIDATE,0.878,0,0,0,0,56.2279271,0.7,3.57,862.7,2.37,366.0,4.22,20.9,4959.0,4.603,0.756,15.208,294.20215,40.66341,132.29259,2.0,1,0,4.0294135569616,0.8628899551470398,5.902633333401366
FALSE POSITIVE,5481416,K00836.01,FALSE POSITIVE,0.0,0,1,1,1,2.384052875,1.178,3.0918,1268.1,17.06,1010.0,244.87,50.5,4794.0,4.58,0.701,15.836,299.64285,40.691238,171.58362,1.0,0,1,0.8688019280678888,2.836736542063533,6.917705609835305
CONFIRMED,5531576,K00837.01,CANDIDATE,1.0,0,0,0,0,7.953547,0.3,2.6312,875.4,2.25,696.0,55.37,38.4,4768.0,4.536,0.779,15.66,291.15878,40.750271,174.66224,1.0,1,0,2.073617992686904,0.8109302162163288,6.54534966033442
CONFIRMED,5531576,K00837.02,CANDIDATE,1.0,0,0,0,0,4.14451656,0.004,2.3421,391.8,1.48,864.0,132.08,22.8,4768.0,4.536,0.779,15.66,291.15878,40.750271,135.92831,2.0,1,0,1.421786149698356,0.3920420877760237,6.761572768804055
FALSE POSITIVE,5534814,K00838.01,FALSE POSITIVE,0.0,0,1,0,0,4.859386384,1.259,2.2757,6044.3,38.33,1114.0,364.23,269.7,6072.0,4.47,0.988,15.311,292.21436,40.759762,173.011469,1.0,0,1,1.580912171504921,3.6462328793924637,7.01571242048723
